Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2019,10,Female,16,Left-Handed,163,25,189,1,Rail (Train/Tram/Subway),45,.348,26,Swimming,,,,,,,25,Same length,51,51,Same length,January,Spring,No,No,Fruit,Juice,Social studies,6,9,3,Yes - broadband connection,In person,30,10,100,5,10,15,10,4,70,40,70,2,0,0,Some,Graduate degree,Rhythm and blues (R&B),Fly,Happy,Friend,Environment
USA,IN,2019,8,Female,14,Right-Handed,159,23,151,1,Bus,15,0.362,32,Bowling,500,300,100,800,200,500,23.5,Left foot,70,70,Same length,February,Fall,No,No,Poultry,Water,Science,8,9,5,Yes - other,Text messaging,18,10,3,1,10,2,1,5,3,2,7,6,0,3,Some,Graduate degree,Pop,Invisibility,Happy,Relative,Health
USA,WI,2019,12,Male,17,Right-Handed,173,24,173,1,Car,12,0.381,35,Baseball/Softball,800,700,750,725,550,550,24,Same length,90,70,Ring finger,March,Fall,No,No,Pizza/Pasta,Milk,Social studies,7,9,3,Yes - broadband connection,Cell phone,0,1,3,0,16,1,2,3,5,1,4,4,0,1,Some,Graduate degree,Country,Telepathy,Happy,Other,Wildlife animals
USA,PA,2019,9,Male,14,Right-Handed,175,30,42,3,Car,25,0.4,40,Soccer,1000,1000,1000,700,00,000,43,Left foot,850,750,Ring finger,December,Winter,Yes,No,No favorite,Juice,Art,8,8,4,Yes - broadband connection,Other,7,4,0,0,10,0,4,4,0,0,6,0,0,0,A lot,Graduate degree,Rhythm and blues (R&B),Invisibility,Healthy,Business person,Arts culture sports
USA,IL,2019,10,Male,15,Left-Handed,,,,2,Car,5m,3715,42sec,Basketball,503,503,503,503,503,503,,Same length,,,,January,Spring,No,No,Pizza/Pasta,Water,Science,5hr,7hr,6,Yes - other,In person,10,10,10m,5m,2hr,8hr,30m,24hr,5hr,20m,4hr,2hr,None,None,,High school,Rap/Hip hop,Fly,Famous,Actor,Health
USA,OH,2019,8,Male,13,Right-Handed,164,24,162,1,Bus,15,0.372,49,Walking/Hiking,700,400,500,300,200,100,24,Same length,62,70,Ring finger,May,Summer,No,No,Seafood,Water,,7,3,4,Yes - other,In person,3,10,3,1,6,4,5,7,2,3,4,5,6,4,Some,Graduate degree,Rock and roll,Fly,Happy,Other,Health
USA,OH,2019,12,Male,18,Right-Handed,6'3,30,,,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2019,6,Female,12,Right-Handed,151,22,152,1,Bus,20,0.513,44,Running/Jogging,999,999,980,980,1000,1000,24,Left foot,80,89,Ring finger,February,Summer,Yes,No,Other,Juice,Art,7-10,11-12,5,Yes - other,In person,0,0,24,0,5,5,3,50,0,0,40,50,20,10,A lot,Other,Other,Fly,Famous,Musician or singer,Wildlife animals
USA,MA,2019,12,Male,17,Right-Handed,172,25,176,1,Bus,15,.453,40,Athletics,1000,535,503,492,695,701,26,Left foot,95,100,Ring finger,April,Spring,No,No,Meat,Water,History,7.5,7,4,Yes - broadband connection,Text messaging,100,200,20,4,10,5,10,4,12,7,2,7,5,1,Very little,High school,Rap/Hip hop,Telepathy,Happy,Sports person,Environment
USA,OH,2019,12,Female,17,Right-Handed,168,24,169,1,Car,25,0.347,40,Baseball/Softball,468,950,219,429,826,900,24,Same length,76,75,Ring finger,May,Spring,No,No,Fruit,Water,Mathematics and statistics,5,10,3,Yes - broadband connection,Text messaging,40,40,8,4,6,4,12,0,2,6,3,4,0,0,A lot,Graduate degree,Pop,Invisibility,Rich,,Health
USA,OH,2019,7,Female,13,Right-Handed,161,23,158,1,Bus,15,.887,51,Dancing,850,600,1000,800,200,450,23,Same length,75,65,Index finger,September,Summer,Yes,No,Meat,Water,Other,7,5,4,Yes - other,Text messaging,6,150,40,3,5,50,100,3,100,100,50,2,2,1,A lot,Other,Pop,Invisibility,Healthy,Friend,Health
USA,NY,2019,7,Male,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,9,Female,14,Right-Handed,147,23.5,145,2,Car,10,0.324,37,Bowling,529,412,294,102,198,1000,23.5,Same length,70,60,Index finger,July,Summer,No,No,Meat,Water,Mathematics and statistics,8,9,5,Yes - broadband connection,Internet chat or instant messaging,60,50,50,2,7,14,3,2,40,50,70,0,0,2,Some,Graduate degree,Techno/Electronic,Telepathy,Happy,Relative,Health
USA,WA,2019,11,Male,17,Right-Handed,139.7,,,1,Car,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TN,2019,11,Female,17,Right-Handed,4’10,37,58,1,Car,12,2.03,40,Swimming,800,500,400,400,500,600,35,Right foot,5,7,Index finger,November,Summer,No,No,Fruit,Tea,Other,6,10,2,Yes - other,Text messaging,42,132,20,4,2,10,2,1,8,72,10,1,40,8,A lot,Undergraduate degree,Rap/Hip hop,Telepathy,Happy,Musician or singer,International aid
USA,CA,2019,12,Female,16,Left-Handed,168,23,155,2,Car,10,0.36,35,Other,1000,1000,1000,973,861,930,23,Right foot,86,84,Same length,September,Summer,No,,No favorite,Water,English,7,9,2,Yes - other,Text messaging,30,50,6,0,10,8,2,0,6,5,28,3,0,2,Some,Graduate degree,Rhythm and blues (R&B),Fly,Happy,Teacher,Health
USA,KY,2019,7,Male,12,Right-Handed,,,,1,Car,,0.356,36,Athletics,108,1000,1000,1000,410,1000,,,,,Ring finger,March,Fall,No,No,Poultry,Water,Art,,,,Yes - other,Cell phone,0,0,1,1,1,24,3,2,0,0,1,24,0,0,Some,Graduate degree,Rock and roll,,Happy,Actor,Health
USA,OH,2019,12,Female,17,Right-Handed,157,21,157,1,Car,5,0.322,27,Baseball/Softball,717,877,941,1000,150,32,22,Left foot,65,60,Index finger,October,Summer,No,No,Pizza/Pasta,Water,Science,8,7,3,Yes - broadband connection,Text messaging,30,35,50,5,28,10,8,20,20,2,56,20,5,2,A lot,Other,Country,Telepathy,Happy,Friend,Health
USA,WI,2019,5,Female,11,Right-Handed,62,22,59,1,Car,5,2.114,53,Baseball/Softball,1000,1000,100,100,0,10,22,Same length,70,70,Same length,February,Summer,Yes,No,Seafood,Water,Computers and technology,10,9,4,No internet connection,Cell phone,0,0,8 h,2 min,1 h,2 h,1 h,0 h,1 h,0 h,3 h,1 h,0 h,4 h,A lot,Graduate degree,Heavy metal,Telepathy,Healthy,Musician or singer,Other
USA,CA,2019,9,Female,14,Right-Handed,55,32,22,1.5,Boat,20,0.678,55,Soccer,487,1000,487,1000,160,1000,17,Same length,4,3,Ring finger,May,Summer,No,No,Other,Juice,English,5,3,3,Yes - broadband connection,Other,15,50,5,1,7,9,1,9,1,9,5,3,2,8,Some,High school,Reggae,Super strength,Famous,Teacher,Arts culture sports
USA,NC,2019,11,Male,16,Right-Handed,173,25,171,2,Bus,16,0.355,38,Bowling,690,610,861,1000,583,599,24,Right foot,76,79,Ring finger,October,Fall,Yes,No,Desserts,Water,Science,6,9,5,Yes - broadband connection,Text messaging,35,35,3,0.5,40,5,8,1,5,2,50,7,0,3,A lot,Graduate degree,Other,Fly,Happy,Relative,International aid
USA,CA,2019,12,Female,16,Right-Handed,160,22,63,1,Car,15,.331,32,Swimming,1000,600,1000,1000,300,1000,22,Same length,66,65,Ring finger,February,Winter,No,No,Meat,Other,Mathematics and statistics,7,8,4,Yes - broadband connection,Internet chat or instant messaging,30,50,20,14,20,1,7,18,2,5,60,3,5,0,Some,Graduate degree,Pop,Telepathy,Happy,Friend,Environment
USA,VT,2019,12,Female,16,Right-Handed,180,25,183,1,Car,5,.694,55,Baseball/Softball,600,600,600,500,100,200,24,Right foot,90.5,100,Ring finger,August,Fall,No,No,Poultry,Water,English,8,9,3,Yes - broadband connection,Text messaging,10,10,3,1,6,9,10,0,5,1,5,5,3,5,Some,Graduate degree,Country,Fly,Happy,Relative,Environment
USA,CA,2019,12,Male,17,Right-Handed,175,26,178,2,Car,7,.205,47,Basketball,0,0,600,800,1000,1000,27,Left foot,76,79,Ring finger,June,Summer,No,No,Meat,Milk,Other,6,8,3,Yes - other,In person,20,30,12,.5,16,6,10,8,4,2,15,1,0,0,A lot,Graduate degree,Rhythm and blues (R&B),Telepathy,Rich,Business person,Other
USA,NC,2019,12,Female,17,Right-Handed,163,22,164,2,Car,200,0.352,29,Walking/Hiking,950,790,990,680,900,999,22,Same length,67,73,Ring finger,May,Spring,Yes,Yes,Fruit,Tea,Science,7,11,4,Yes - broadband connection,In person,17,20,25,5,20,0,0,0,3,5,12,1,0,0,A lot,Graduate degree,Other,Freeze time,Happy,Other,Environment
USA,WA,2019,11,Male,17,Right-Handed,170,,,,,,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,12,Male,17,Right-Handed,,,,1,Rail (Train/Tram/Subway),20,.375,53,Baseball/Softball,797,738,508,1000,171,620,,Right foot,,,Index finger,April,Spring,No,No,Meat,Water,Mathematics and statistics,7.5,8,3,Yes - broadband connection,Myspace Facebook other social networking sites or blog,50,50,8,1,15,10,15,1,7,2,5,2,0,1,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,Environment
USA,CA,2019,12,Male,17,Right-Handed,182,27.94,180,1,Car,4,.324,43,Basketball,500,0,250,250,500,900,27.30,Right foot,81.28,91.44,Ring finger,August,Fall,Yes,No,Rice/Noodle dishes,Tea,English,5,12,2,Yes - other,In person,7,13,18,16,10,60,0,15,8,2,20,6,0,8,None,Some college,Punk rock,Invisibility,Happy,Business person,Arts culture sports
USA,SC,2019,11,Male,16,Right-Handed,180,25,110,2,Walk,10,.675,50,Other,400,300,600,400,700,1000,25,Same length,55,55,Same length,July,Summer,No,No,Meat,Water,Other,6,13,8,Yes - broadband connection,Internet chat or instant messaging,300,400,13,10,3,3,3,15,20,30,60,1,0,7,Some,Graduate degree,Classical,Freeze time,Happy,Business person,Religious
USA,KY,2019,7,Male,12,Right-Handed,148,68,65,4,Bus,25,0.7,41,Running/Jogging,556,476,626,695,936,824,64,Right foot,2.5,32,Ring finger,May,Fall,Yes,No,Poultry,Tea,Science,7,7,3,Yes - other,Myspace Facebook other social networking sites or blog,7,8,3,30min,30m +,1,1or2,3,1,30M,2+,1,none,30M,Some,Some college,Rock and roll,Fly,Happy,Other,Environment
USA,MN,2019,11,Male,16,Right-Handed,180,28,190,1,Car,15,.367,47,Running/Jogging,508,513,299,396,294,802,28,Same length,50,45,Index finger,July,Summer,Yes,No,Meat,Soft drink (caffeinated),Mathematics and statistics,7.5,8.5,3,Yes - broadband connection,Text messaging,25,20,4,1,3,3,2,5,6,3,8,7,8,2,Some,High school,Rap/Hip hop,Fly,Famous,Sports person,Education/Youth development
USA,WI,2019,12,Male,16,Right-Handed,164,24,178,1,Bus,45,0.393,44,Swimming,561,711,1000,1000,1000,1000,27,Left foot,80,80,Same length,June,Spring,No,No,Pizza/Pasta,Juice,Computers and technology,7,12,3,Yes - other,Text messaging,50,50,89,12,8,5,0,49,2,10,49,2,0,2,Some,Graduate degree,Rock and roll,Invisibility,Happy,Relative,Health
USA,CA,2019,9,Female,15,Right-Handed,165,26,87,1,Walk,20,0.024,49,Soccer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2019,6,Male,12,Right-Handed,"4'8""",,,,Bus,4,0.47,53,Soccer,0,700,400,200,300,1000,,,,,,November,Summer,No,No,Desserts,Water,Mathematics and statistics,,,9,Yes - broadband connection,In person,0,0,7,0,0:10,2,1:30,4,1,0,4,0,0,0:30,Very little,Graduate degree,Country,Invisibility,Healthy,Relative,Health
USA,IN,2019,10,Male,15,Right-Handed,171,24,170,1,Bus,15,.672,49,Soccer,1000,1000,1000,1000,500,500,24,Same length,80,70,Index finger,November,Spring,No,No,Desserts,Water,History,7,8,4,Yes - broadband connection,In person,20,50,6,1,7,3,10,2,4,4,6,6,0,2,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,International aid
USA,CA,2019,12,Male,17,Right-Handed,165,24,165,1,Bicycle,25,0.372,59,None,999,999,999,999,1000,1000,22,Left foot,70,70,Same length,July,Winter,Yes,No,Meat,Juice,Music,3.5,6,6,Yes - broadband connection,Internet chat or instant messaging,0,0,0,0,0.5,3,0,15,15,0,24,0,0,0,Some,Graduate degree,Rock and roll,Freeze time,Rich,Other,International aid
USA,OR,2019,10,Female,17,Right-Handed,167,23,172,1,Walk,12,.674,54,Athletics,999,999,999,999,8,8,23,Same length,94,97,Same length,December,Fall,Yes,No,Vegetables,Water,Music,7,8,13,Yes - broadband connection,Cell phone,150,130,1,1,2,2,1,0,2+,1,1,1,5,2,Some,Graduate degree,Country,Telepathy,Happy,Teacher,Environment
USA,WI,2019,11,Male,17,Right-Handed,154.5,25,176,5,Car,6,0.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2019,11,Male,17,Right-Handed,179,26,182,2,Car,6,.5,38,Walking/Hiking,337,455,380,727,251,203,25,Right foot,70,77,Ring finger,August,Winter,No,No,Pizza/Pasta,Coffee,Science,7,9,4,Yes - broadband connection,Internet chat or instant messaging,30,60,3,1,8,2,5,6,1,1,10,2,0,0,Some,Graduate degree,Pop,Freeze time,Rich,Relative,Other
USA,IA,2019,12,Female,17,Left-Handed,170,23,162,1,Car,5 min,0.529,40sec,Other,1000,900,980,700,5,800,22,,90,70,Index finger,May,Winter,Yes,No,Desserts,Water,Mathematics and statistics,8,7,5,Yes - other,In person,5,5,5,1,8,9,4,1,4,1,1,8,9,2,A lot,Graduate degree,Pop,Freeze time,Happy,Other,Wildlife animals
USA,WA,2019,11,Female,16,Right-Handed,159,24,165,2,Bus,60,.499,48,Dancing,,,,,,,24,Same length,9 1/2,10,Ring finger,,Fall,Yes,Yes,Other,Energy drink,Music,4,3,5,Yes - other,In person,50,150,6d,8,3,15,10,1,30,30,10,10,8,4,None,High school,Other,Freeze time,Happy,Actor,Other
USA,IN,2019,10,Female,15,Right-Handed,168,23,64,2,Car,10,.708,39,Swimming,1000,1000,1000,500,200,100,24,Left foot,7.5,7.5,Same length,April,Fall,Yes,,Rice/Noodle dishes,Sports drink,Mathematics and statistics,7.5,8.5,4,Yes - broadband connection,Text messaging,20,30,10,5,7,3,12,4,6,6,6,4,8,5,A lot,Graduate degree,Pop,Fly,Happy,Relative,Health
USA,PA,2019,11,Female,17,Right-Handed,171,25,170,2,Bus,6,.331,33,Walking/Hiking,1000,1000,1000,1000,500,700,25,Right foot,77,75,Index finger,February,Summer,Yes,No,Pizza/Pasta,Tea,Science,5,8,2,Yes - other,Text messaging,50,100,5,1,24,2,0,3,7,1,70,15,0,5,A lot,Graduate degree,Rhythm and blues (R&B),Freeze time,Happy,Politician,Environment
USA,GA,2019,6,Male,11,Right-Handed,131,21,131,2,Bus,6,.371,84,Soccer,663,797,668,417,1000,1000,21,Same length,950,600,Index finger,July,Spring,Yes,No,Pizza/Pasta,Water,Music,11,9,6,Yes - other,Text messaging,0,2,24,0,1,4,2,5,2,3,4,2,0,2,Very little,Graduate degree,Other,Telepathy,Happy,Sports person,International aid
USA,OH,2019,4,Male,10,Left-Handed,156,24,153,1,Bus,28,0.477,85,Baseball/Softball,800,750,700,700,220,400,24,Same length,80,80,Same length,May,Summer,No,No,Other,Water,Physical education,10,12,6,Yes - broadband connection,In person,3,2,3,1,1,10,24,0,3,1,8,6,0,1,Very little,Graduate degree,Country,Invisibility,Famous,Relative,Arts culture sports
USA,CA,2019,7,Male,12,Right-Handed,160,24,160,2,Car,6,0.547,60,Soccer,759,1000,818,684,460,754,24,,6,6,Same length,July,Summer,No,No,No favorite,Water,Physical education,8,11,2,Yes - other,Text messaging,0,0,0,,,,,,,,,,,,,,,,,,
USA,TN,2019,9,Male,13,Right-Handed,160,24,160,1,Car,9,.447,50,Soccer,1000,626,642,684,674,684,24,Same length,70,72,Ring finger,June,Summer,Yes,No,Poultry,Soft drink (caffeinated),Mathematics and statistics,8,8,5,Yes - broadband connection,Text messaging,5,3,45,0,2,10,15,15,15,2,30,10,0,5,A lot,Other,Country,Invisibility,Happy,Relative,Religious
USA,NC,2019,12,Female,17,Right-Handed,163,24,167,2,Car,90,0.258,31,Walking/Hiking,1000,877,652,888,604,786,22,Right foot,65,68,Ring finger,April,Fall,No,Yes,Fruit,Water,Social studies,5,10,3,Yes - broadband connection,In person,20,30,45,3,22,0,0,0,3,3,42,4,18,75,A lot,Less than high school,Other,Telepathy,Happy,Friend,Education/Youth development
USA,CT,2019,9,Female,14,Right-Handed,157,17,26,1,Bus,90,64,51,Athletics,70,70,1000,1000,1000,1000,17,Same length,7,6,Index finger,June,Spring,No,No,Pizza/Pasta,Sports drink,Mathematics and statistics,10,9,2,Yes - other,E-mail,0,0,0,0,0,0,50,0,0,0,40,2,0,1,A lot,Other,Pop,Invisibility,Healthy,Sports person,Arts culture sports
USA,CO,2019,12,Male,17,Ambidextrous,184,29,185,1,Car,10min,0.364,65,Football (American),900,900,900,900,900,900,29,Same length,100,90,Index finger,April,Summer,No,No,Meat,Water,Science,7,12,2,Yes - other,Cell phone,0,0,0,0,0,0,28,1,3,20,20,15,0,0,None,Graduate degree,Rap/Hip hop,Invisibility,Rich,Sports person,Arts culture sports
USA,NY,2019,12,Female,1y,Left-Handed,162.5,24,177cm,1,Bus,60,3.9,69,Soccer,90,1000,1000,1000,100,100,25,Left foot,90mm,60mm,Same length,September,Summer,,No,Pizza/Pasta,Water,English,6,8,5,No internet connection,Text messaging,12,12,40,6,14,3,4,0,20,20,30,3,0,10,Some,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Other,Arts culture sports
USA,TX,2019,12,Female,17,Right-Handed,167,25,165,1,Car,20,0.448,43,Walking/Hiking,471,679,476,711,273,273,25,Left foot,10.5,6.5,Index finger,December,Fall,Yes,No,Pizza/Pasta,Water,History,7,9,4,Yes - broadband connection,Text messaging,10,10,1,.5,8-9,2,2.5,0,1,.5,5,3,6-8,2,A lot,Graduate degree,Rock and roll,Freeze time,Happy,Teacher,International aid
USA,CO,2019,12,Male,17,Right-Handed,182.8,26,182,2,Bicycle,15,0.342,39,Cycling,743,877,487,556,492,684,24,Right foot,11,9,Index finger,May,Fall,No,No,Breads/Sandwiches,Water,English,8,7,6,Yes - broadband connection,Internet chat or instant messaging,10,15,2,0,2,3,1,3,2,1,1,0,0,1,Some,Graduate degree,Rock and roll,Invisibility,Happy,Other,Health
USA,CA,2019,12,Male,16,Right-Handed,177,24.3,172,3,Car,6,.378,32,None,1000,850,770,706,909,1000,24.5,Same length,81,80,Index finger,July,Winter,No,No,No favorite,Water,Other,7,9,4,Yes - broadband connection,Text messaging,15,12,3,6,9,8,3,5,0,1,5,5,0,3,Very little,Graduate degree,Other,Fly,Happy,Relative,Environment
USA,CA,2019,12,Male,17,Right-Handed,170,27,154,1,Car,5,.355,32,Running/Jogging,1000,1000,1000,1000,200,500,25.4,Right foot,76.2,78.74,Ring finger,March,Fall,Yes,No,Soups,Water,History,7,10,4,Yes - broadband connection,Internet chat or instant messaging,50,100,10,1,10,2,5,10,4,3,13,3,15,2,Some,Graduate degree,Rap/Hip hop,Freeze time,Rich,Friend,Environment
USA,OR,2019,10,Female,17,Right-Handed,165.1,23.8,164,2,Car,18,0.734,42,Soccer,600,700,300,200,800,900,23.5,Right foot,150,163,Ring finger,February,Summer,No,No,Pizza/Pasta,Water,Science,6,4,3,Yes - broadband connection,In person,17,25,30,0,5,3,20,0,15,5,3,2,24,2,A lot,Graduate degree,Other,Freeze time,Happy,Sports person,Environment
USA,FL,2019,11,Male,16,Right-Handed,178,27,180,1,Car,12,.617,57,Football (American),800,800,500,300,100,500,27,Same length,90,95,Ring finger,February,Summer,No,No,Meat,Water,Physical education,7,12,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,20,40,40,2,2,5,10,5,10,2,1,8,8,3,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Sports person,Health
USA,CA,2019,11,Male,17,Right-Handed,171,24,168,1,Car,25,.294,46,None,700,800,100,100,999,1000,24,Same length,78,80,Ring finger,September,Winter,No,No,Meat,Soft drink (caffeinated),Physical education,6,4,2,Yes - broadband connection,Text messaging,10,20,10,,,,,,,,,,,,,,,,,,
USA,CO,2019,7,Female,12,Right-Handed,150.5,21,54,2,Car,5,0.758,60,Gymnastics,,,,,,,21,Same length,7,6.5,Index finger,June,Summer,No,No,No favorite,Water,Social studies,10,4,6,Yes - broadband connection,Text messaging,A lot,A lot,4,5,2,1,2,0,A lot,A lot,3,1,1,0,A lot,Graduate degree,Rap/Hip hop,Invisibility,Happy,Friend,Health
USA,NC,2019,7,Male,13,Ambidextrous,184.8,27.94,91.44,1.5,Car,4,.47,51,Football (American),70,316,171,75,770,770,27.94,Same length,76.2,76.4,Ring finger,January,Winter,Yes,No,Meat,Water,Mathematics and statistics,7,6,2,Yes - other,,60,60,8,1,1,4,2,0,5,1,5,0,0,0,Very little,Some college,Rap/Hip hop,Invisibility,Healthy,Sports person,Wildlife animals
USA,CO,2019,12,Male,17,Right-Handed,170,26,178,2,Car,8,0.544,40,Walking/Hiking,786,75,5,500,583,781,25,Right foot,7.1,7.2,Ring finger,January,Winter,Yes,No,Breads/Sandwiches,Milk,Science,9,9,4,Yes - broadband connection,Internet chat or instant messaging,7,7,9,1,18,55,6,20,0,1,20,10,1,6,Some,Graduate degree,Classical,Invisibility,Happy,Business person,Health
USA,IL,2019,10,Female,15,Right-Handed,154.9,22,,2,Bus,10,,,Other,800,900,875,850,650,700,22,,,,Index finger,August,Fall,No,No,No favorite,Water,Mathematics and statistics,6,10,3,Yes - other,In person,50,45,10,1,15,7,15,0,25,15,15,0,0,5,Some,Graduate degree,Pop,Telepathy,Happy,Relative,International aid
USA,CA,2019,12,Female,16,Right-Handed,172,25,172,2,Car,10,0.478,42,Other,1000,1000,1000,900,700,750,25,Same length,60,70,Ring finger,August,Winter,No,Yes,Pizza/Pasta,Coffee,History,6,9,3,Yes - broadband connection,Text messaging,25,34,20,1,15,15,2,5,3,1,3,.5,0,5,Some,Graduate degree,Other,Freeze time,Happy,Relative,Environment
USA,IL,2019,10,Male,15,Right-Handed,172.5,30,175,2,Bus,25,0.318,38,Soccer,1000,800,1000,1000,100,1000,29,Right foot,80,95,Ring finger,February,Fall,No,No,Meat,Juice,Computers and technology,6,3,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,80,70,5,40,25,10,10,40,75,75,168,0,0,1,Some,Graduate degree,Rap/Hip hop,Telepathy,Rich,Musician or singer,Environment
USA,AZ,2019,12,Female,17,Right-Handed,5 ft,19,53,2,Car,4,0.422,49,Basketball,95,65,100,100,10,100,20,Left foot,9,7,Index finger,July,Winter,No,No,Poultry,Water,Other,8,6,9,Yes - other,Cell phone,40,40,0,50,20,15,20,15,15,100,95,10,50,50,A lot,Some college,Rap/Hip hop,Freeze time,Famous,Actor,International aid
USA,MN,2019,12,Female,17,Right-Handed,165.1,20.32,165.1,2,Car,7,.409,32,Other,,,,,,,20.32,Same length,80,50,Index finger,April,Fall,No,No,Pizza/Pasta,Juice,Computers and technology,10,12,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,8,10,12,4,3,10,2,1,2,0,2,0,8,0,Some,Some college,Country,Invisibility,Happy,Coach or club leader,Education/Youth development
