Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,OH,2019,12,Male,17,Right-Handed,172,28 cm,175,1,Car,8,0.297,38,Baseball/Softball,1000,1000,1000,1000,1000,1000,28,Same length,70,70,Same length,August,Summer,No,No,Meat,Water,Other,6-8,4,5,Yes - broadband connection,Myspace Facebook other social networking sites or blog,100,150,100,45,2,5,20,0,168,168,10,30,15,0,None,Graduate degree,Rap/Hip hop,Invisibility,Happy,Sports person,Health
USA,SC,2019,12,Male,17,Right-Handed,190.5,28,190,2,Car,7,0.43,27,Basketball,600,400,300,300,750,800,28,Same length,75,85,Ring finger,April,Summer,Yes,No,Pizza/Pasta,Soft drink (non-caffeinated),Mathematics and statistics,6,8,6,Yes - broadband connection,Text messaging,150,180,7,5,20,9,2,11,3,5,4,2,1,3,Some,Graduate degree,Gospel,Telepathy,Happy,Relative,Religious
USA,NC,2019,11,Female,18,Right-Handed,157,24,155,1,Bus,15,0.829,30,None,759,701,508,401,508,701,23,Right foot,70,65,Index finger,November,Fall,No,No,Pizza/Pasta,Milk,Languages,7,6,2,Yes - broadband connection,In person,12,8,3,,,,,,,,,,,,,,,,,,
USA,CA,2019,12,Female,17,Right-Handed,73,18,105.3,2,Car,10,0.329,50,Swimming,1000,882,941,818,160,396,19,Left foot,56,58,Ring finger,February,Spring,No,No,Rice/Noodle dishes,Water,Art,6,9,4,Yes - other,Text messaging,20,25,3,2,12,10,1,0,12,6,15,7,0,2,Some,Undergraduate degree,Other,Invisibility,Healthy,Friend,Environment
USA,IN,2019,12,Female,17,Right-Handed,155,24,169,1,Car,5,.347,49,None,1000,1000,200,200,300,1000,23,Right foot,62,68,Index finger,October,Fall,No,No,No favorite,,Other,7-8,8-10,3,Yes - broadband connection,Text messaging,40,37,15,.5,5,20,3,.5,,,,,0,35,Very little,Graduate degree,Pop,Fly,Happy,Relative,Environment
USA,CO,2019,12,Female,17,Right-Handed,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2019,12,Female,17,Right-Handed,155,,,1,Car,17,0.394,,Other,861,433,267,160,1000,1000,,,,,,October,Fall,Yes,No,Breads/Sandwiches,Water,Music,5,8,5,Yes - broadband connection,Text messaging,8,25,3,.5,40,2,0,0,3,3,75,7,0,1,A lot,Graduate degree,Other,Freeze time,Happy,Coach or club leader,Health
USA,KS,2019,12,Female,17,Right-Handed,170,23,168,2,Car,10,.79,40,Soccer,800,1000,500,650,100,350,25,Left foot,70,70,Same length,July,Fall,No,No,Poultry,Water,History,7,8,3,Yes - broadband connection,Text messaging,30,28,10,1,2,7,3,.5,10,1,10,10,15,0,Some,Graduate degree,Country,Telepathy,Happy,Relative,Health
USA,IN,2019,10,Male,14,Right-Handed,178,27,170,1,Car,3,0.773,68,Baseball/Softball,750,600,700,800,700,900,29,Left foot,90,95,Ring finger,November,Summer,No,No,Pizza/Pasta,Soft drink (caffeinated),Mathematics and statistics,7,10,4,Yes - other,Text messaging,25,35,4,0.5,6,2,4,10,2,2,1,3,0,3,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Religious figure,Religious
USA,AZ,2019,12,Female,17,Left-Handed,168,24.5,171,1,Car,12,.555,46,Walking/Hiking,950,500,800,600,200,800,24.5,Same length,80,70,Index finger,March,Fall,No,No,Other,Water,Mathematics and statistics,5,8,4,Yes - other,Internet chat or instant messaging,6,7,12,0,2,20,0,0,20,1,30,10,15,3,Some,Graduate degree,Rap/Hip hop,Freeze time,Rich,Relative,Environment
USA,NY,2019,9,Male,14,Right-Handed,180cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WA,2019,12,Female,17,Right-Handed,160,24,14,1,Car,15min,0.492,44,Other,1000,1000,1000,1000,1000,1000,24,Same length,114,112,Index finger,November,Fall,No,No,No favorite,Coffee,English,4,9,7,Yes - other,Text messaging,30,25,8,7,6,5,4,3,2,1,7,3,8,5,A lot,Some college,Rap/Hip hop,Telepathy,Happy,Coach or club leader,Arts culture sports
USA,IN,2019,12,Male,18,Ambidextrous,171,27,184,1,Car,15,,0.396,Other,500,500,400,500,600,600,27,Same length,110,115,Ring finger,July,Summer,No,No,Meat,Water,History,8,8,4,Yes - broadband connection,In person,2,2,4,1,3,15,10,8,4,1,15,10,0,5,Some,Graduate degree,Country,Super strength,Happy,Relative,Other
USA,FL,2019,12,Female,16,Right-Handed,166,24,165,3,Car,10,.818,44,Athletics,781,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2019,12,Male,17,Right-Handed,165.1,26.5,176,1,Car,10,0.032,39,Swimming,850,444,444,540,952,1000,26,Right foot,75,73,Index finger,October,Fall,Yes,No,Meat,Water,Science,5,9,3,Yes - other,Text messaging,20,34,4,2,9,2,17,1,10,4,10,3,2,4,A lot,Graduate degree,Pop,Telepathy,Rich,Sports person,Environment
USA,PA,2019,12,Male,17,Right-Handed,172,27,183,1,Other,20,.617,48,Soccer,800,750,600,950,200,780,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2019,11,Male,16,Right-Handed,170,24,170,1,Bus,30,.328,40,Hockey (Field),1000,674,481,1000,0,0,168,Right foot,,,Same length,May,Spring,Yes,No,Seafood,Water,History,6,12,6,Yes - broadband connection,Cell phone,100,100,50,2,10,5,7,20,0,15,15,0,10,7,Some,High school,Heavy metal,Freeze time,Happy,Friend,Wildlife animals
USA,OH,2019,12,Female,17,Right-Handed,171,24,170,1,Walk,7,.57,43,Dancing,107,984,679,701,497,503,24.5,Left foot,80,75,Index finger,May,Fall,No,No,Pizza/Pasta,Milk,English,6,8,3,Yes - broadband connection,In person,25,25,8,3,6,15,12,0,10,6,8,6,18,7,Some,Graduate degree,Pop,Telepathy,Happy,Relative,Education/Youth development
USA,NY,2019,12,Male,17,Right-Handed,190,29,191,1,Walk,15,0.168,34,Other,800,1000,900,900,1000,1000,29,Same length,90,100,Ring finger,December,Summer,No,No,Poultry,Juice,Computers and technology,4,12,4,Yes - broadband connection,Text messaging,100,100,0,25,7,7,7,30,20,20,20,0,0,7,A lot,Some college,Rap/Hip hop,Invisibility,Rich,Musician or singer,Environment
USA,OH,2019,12,Male,18,Left-Handed,5’9,9’,6’1,1,Car,40,.213,75,Other,500,0,0,500,900,900,10’,Left foot,8,8,Same length,December,Fall,Yes,No,No favorite,Soft drink (caffeinated),English,4,4,3,Yes - broadband connection,In person,5,30,0,0,1,4,10,6,1,2,10,5,39,0,A lot,Graduate degree,Rap/Hip hop,Invisibility,Happy,Friend,Wildlife animals
USA,CA,2019,12,Male,16,Right-Handed,188,33,188,1,Car,30,.689,49,Other,750,600,1000,650,650,650,33,Same length,90,85,Index finger,September,Spring,No,No,Meat,Water,Other,8,6,3,Yes - broadband connection,In person,50,55,35,14,2,100,14,0,28,28,5,5,48,7,None,Undergraduate degree,Country,Fly,Happy,Business person,Health
USA,CO,2019,12,Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NJ,2019,12,Female,17,Right-Handed,152,22,90,3,Bus,10,5,36,Swimming,900,1000,950,950,0,100,22,Same length,29,27,Index finger,January,Winter,Yes,Yes,Fruit,Water,History,4,8,4,Yes - other,In person,20,55,1,1,35,5,15,0,3,3,10,0,0,5,A lot,Graduate degree,Pop,Freeze time,Healthy,Teacher,Health
USA,GA,2019,6,Male,12,Right-Handed,156,23,120,1,Bus,8,0.407,51,Martial Arts,619,567,377,557,400,999,21,Right foot,8,10,Ring finger,September,Summer,Yes,No,Pizza/Pasta,Soft drink (caffeinated),Physical education,9,10,5,Yes - other,Cell phone,1,2,35,19,4,4,1,18,7,6,7,4,0,1,,,,,,,
USA,GA,2019,6,Male,12,Right-Handed,153.5,27,166,3,Car,5,0.338,50,Tennis,1000,914,984,1000,59,112,27,Same length,90,95,Ring finger,November,Summer,No,No,Meat,Water,Mathematics and statistics,8,10,4,Yes - other,In person,3,2,1,1,9,5,3,1,1,1,2,3,1,2,Very little,Graduate degree,Gospel,Fly,Healthy,Relative,Environment
USA,GA,2019,9,Female,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2019,12,Male,17,Right-Handed,178,28.5,176,1,Car,5,.34,53,Baseball/Softball,600,500,100,500,900,850,28,Right foot,71,76,Ring finger,April,Spring,Yes,No,Poultry,Water,Mathematics and statistics,6.5,9,3,Yes - broadband connection,Internet chat or instant messaging,10,10,10,.5,2,1,10,0,8,2,1,3,0,.5,Very little,Graduate degree,Rap/Hip hop,Super strength,Happy,Sports person,Health
USA,NC,2019,11,Male,16,Right-Handed,177.8,26,160,2,Car,33,.299,44,Baseball/Softball,1000,1000,1000,1000,1000,1000,23,Right foot,80,73,Index finger,February,Winter,Yes,No,Meat,Other,Other,2,12,3,,Myspace Facebook other social networking sites or blog,69,69,,,,,,,,,,,,,Very little,Graduate degree,Rap/Hip hop,Invisibility,Famous,Politician,Religious
USA,VA,2019,12,Male,18,Right-Handed,5'7,170.1,,2,Car,10,0.712,41,Football (American),1000,0,1000,1000,365,1000,27,Same length,21,23,Same length,January,Summer,No,No,Poultry,Water,Physical education,5,8,7,Yes - broadband connection,Text messaging,100,250,9,1,3,20,20,0,15,15,0,15,15,5,A lot,Graduate degree,Rap/Hip hop,Super strength,Rich,Business person,Health
USA,CA,2019,9,Female,14,Right-Handed,150,28,155,2,Car,29,0.333,53,Other,1000,604,1000,877,791,877,27,Right foot,72,77,Ring finger,April,Spring,Yes,No,No favorite,Water,Mathematics and statistics,4,9,7,Yes - broadband connection,In person,20,217,84,0,42,21,28,14,21,14,56,0,0,0,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Healthy,Other,Other
USA,GA,2019,6,Male,11,Right-Handed,157,25,140,2,Bus,10,0.253,13,Soccer,861,930,1000,829,1000,1000,24,Right foot,7.4,7.4,Same length,July,Summer,,No,Meat,Water,Social studies,9,9,5,Yes - other,In person,3,1,35,0,0,5,0,35,0,0,29,1,0,0,Some,Graduate degree,Country,Freeze time,Happy,Other,Education/Youth development
USA,FL,2019,12,Female,17,Right-Handed,5'6,23.8,n/a,1,Car,20,.357,41,Dancing,500,200,800,200,100,800,23.8,Same length,7 1/2,6,Same length,February,Fall,Yes,No,Poultry,Tea,History,7 1/2,9,4,Yes - broadband connection,In person,10,10,6,1,5,8,4,0,1,1,4,1,3,2,Some,Graduate degree,Country,Fly,Happy,Other,Wildlife animals
USA,MA,2019,11,Male,17,Right-Handed,171,25.5,68,2,Bus,15,.136,30,Bowling,909,947,802,877,529,1000,25.5,Same length,93,93,Same length,February,Summer,Yes,No,Meat,Water,Computers and technology,6,10,5,Yes - broadband connection,Internet chat or instant messaging,20,18,6,0,12,5,8,15,23,2,30,5,12,3,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Other,International aid
USA,CA,2019,12,Male,16,Right-Handed,170,25,,2,Car,9,.315,25,Golf,1000,400,350,560,700,850,25,Same length,65,75,Ring finger,September,Winter,No,No,Meat,Milk,Computers and technology,5,7,4,Yes - broadband connection,Internet chat or instant messaging,10,12,3,0,10,0,5,40,15,85,85,0,0,5,None,Some college,Other,Super strength,Rich,Musician or singer,Wildlife animals
USA,OH,2019,6,Female,12,Right-Handed,"5'3""",,,1,Bus,35,0.406,43,Baseball/Softball,898,856,968,979,16,16,,Same length,,,Same length,August,Summer,Yes,No,Fruit,Water,Physical education,8,4,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2019,9,Female,14,Right-Handed,163,23,161,3,Rail (Train/Tram/Subway),45,0.557,37,Swimming,500,300,700,500,100,200,24,Left foot,50.5,60,Ring finger,February,Summer,Yes,No,Seafood,Water,Music,6.5-7,12,,Yes - other,Internet chat or instant messaging,100,100,10,3,5,6,20,5,10,0,10,9,2,1,Some,Some college,Rhythm and blues (R&B),Telepathy,Happy,Relative,Health
USA,MO,2019,11,Male,18,Right-Handed,177.8,25,183,1,Car,7,0.43,50,Baseball/Softball,500,500,1000,300,100,300,24,Right foot,80,80,Same length,August,Fall,Yes,No,Meat,Tea,Music,8,10,3,Yes - broadband connection,Cell phone,197,230,42,12,3,14,14,8,12,168,168,6,30,30,Very little,Some college,Country,Super strength,Rich,Politician,Health
USA,CA,2019,12,Female,16,Right-Handed,166,24,163,1,Car,20,0.4,38,Walking/Hiking,100,900,800,800,600,400,24,Same length,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2019,6,Male,12,Left-Handed,67,23.4,69,1,Car,10,0.372,38,Basketball,100,99,99,99,60,80,24,Left foot,88,95,Ring finger,May,Spring,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,9,11,6,Yes - broadband connection,Text messaging,30,60,1-2,0,2-3,4-5,1-2,1,.5,.1,1-2,1-2,0,1,Some,Graduate degree,Pop,Freeze time,Healthy,Sports person,Health
USA,IN,2019,12,Male,17,Ambidextrous,162.5,24.13,116.8,1,Bus,20,0.365,54,Martial Arts,500,500,200,500,600,800,24.13,Same length,11.43,7.62,Index finger,December,Fall,No,No,Soups,Water,Mathematics and statistics,8.5,9,5,Yes - other,In person,2,5,7,0,2.5,5,5,15,0,0,6,4,20,2,Very little,Graduate degree,Rock and roll,Invisibility,Famous,Relative,Health
USA,CA,2019,11,Male,17,Right-Handed,5'10,28,,2,Car,3,.468,60,Swimming,550,500,800,500,900,1000,27,Right foot,103,90,Index finger,February,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,7,9,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,10,10,2,1,3,2,,8,3,1,15,1,0,1,Some,Undergraduate degree,Rap/Hip hop,Freeze time,Healthy,Sports person,Health
USA,CA,2019,12,Female,17,Right-Handed,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2019,12,Female,17,Right-Handed,160,24,154,1,Car,30,0.366,31,Other,1000,900,800,950,200,250,24,Same length,65,70,Ring finger,May,Winter,Yes,No,Seafood,Water,Science,7,12,2,Yes - broadband connection,Text messaging,30,20,1,0,20,20,2,50,5,40,70,5,0,10,A lot,Graduate degree,Techno/Electronic,Fly,Happy,Teacher,Wildlife animals
USA,WA,2019,11,Male,16,Right-Handed,167cm,15cm,167cm,2,Car,10min,0.325,70,Soccer,900,1000,1000,500,300,500,15cm,Right foot,6cm,7cm,Ring finger,January,Fall,No,No,Meat,Water,Physical education,8,9/10,7,Yes - broadband connection,Cell phone,5,4,3,1,1,4,10,3,2,2,4,1,6,1,A lot,High school,Country,Super strength,Healthy,Other,Health
USA,VA,2019,12,Female,16,Left-Handed,162.5,23,160,1,Car,15,0.395,39,Baseball/Softball,900,800,850,700,1000,1000,22.3,Right foot,69.9,63.5,,April,Summer,No,No,Fruit,Water,Mathematics and statistics,7,8,4,Yes - broadband connection,Internet chat or instant messaging,20,30,4,1,4,4,15,3,10,5,2,1,6,2,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Other,International aid
USA,FL,2019,12,Male,17,Right-Handed,177.8,27,182,2,Car,20,0.56,42,Baseball/Softball,800,900,900,950,750,750,27,Same length,75,80,Ring finger,July,Summer,Yes,No,Meat,Water,History,5-7,8-10,5,Yes - other,Cell phone,15,25,46,20,4,58,32,2,27,24,30,10,14,7,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,International aid
USA,CO,2019,12,Male,17,Right-Handed,65,26.5,65,2,Car,15,.5,38,Baseball/Softball,800,500,200,700,300,100,26.5,Same length,71,65,Index finger,May,Spring,No,No,Seafood,Water,Science,7,8,3,Yes - other,Text messaging,5,5,2,1,10,5,3,15,7,1,10,3,2,2,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,Health
USA,WI,2019,7,Male,12,Right-Handed,,,,1,Bus,10,0.296,,Football (American),,,,,,,,Same length,,,Same length,May,Summer,No,No,Meat,Powdered drink,Music,8,,4,Yes - other,Other,,,,,,,,24,,,,,,,A lot,High school,Rap/Hip hop,Super strength,Rich,Other,Education/Youth development
USA,OH,2019,12,Female,17,Right-Handed,5'4,20.32,68.58,1,Car,9 min,0.387,45,Walking/Hiking,396,455,652,663,406,930,25.4,Left foot,0.2,0.4,Ring finger,January,Winter,No,No,Seafood,Coffee,Music,4,13,4,Yes - broadband connection,Text messaging,2,5,0,0,1,0,0,0,4,2,24,6,39,0,Some,Graduate degree,Pop,Freeze time,Famous,Actor,Health
USA,NY,2019,12,Female,17,Right-Handed,157,24.0,155,2,Rail (Train/Tram/Subway),40,.345,38,Swimming,800,800,1000,1000,500,500,23.5,Right foot,7.2,7.8,Ring finger,June,Summer,Yes,No,No favorite,Juice,Science,7,10,5,Yes - broadband connection,In person,5,10,1,.5,8,.5,0,.5,3,3,10,.5,2.5,7,Some,Graduate degree,Other,Freeze time,Rich,Friend,Health
USA,WI,2019,7,Female,12,Right-Handed,,,,1,Bus,6,1.591,50,Dancing,21,144,32,5,11,1000,,Same length,,,Same length,July,Summer,No,No,Pizza/Pasta,Tea,English,9,7,6,Yes - broadband connection,In person,2,2,.35,,,,,,,,,,,,,,,,,,
USA,CA,2019,12,Female,17,Right-Handed,162,22,159,1,Car,10,0.849,53,Basketball,100,90,90,80,70,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2019,7,Female,12,Right-Handed,,,,1,Bus,40min,0.322,47,Running/Jogging,273,134,225,417,86,679,,,,,,August,Summer,Yes,No,Fruit,Water,Mathematics and statistics,5or6,6or9,10,,In person,,,,,,,,,,,,,,,,,,,,,
USA,CO,2019,7,Male,12,Right-Handed,155,11,,2,Car,6,9.54,47,Soccer,580,720,675,700,0,650,11,Same length,76,65,Index finger,April,Winter,No,No,No favorite,Milk,Music,9,12,3,Yes - broadband connection,E-mail,4,5,5,.5,19,4,6,2,2,2,4,2,0,2,A lot,Undergraduate degree,Rock and roll,Freeze time,Happy,Coach or club leader,Arts culture sports
USA,OR,2019,10,Male,16,Right-Handed,155,11,159,1,Bus,20,0.736,60,None,,,,,,,10,Right foot,13,19,Ring finger,May,Summer,Yes,No,Pizza/Pasta,Water,History,6,8,5,Yes - dial-up connection,In person,0,0,1,0,2,0,0,6,2,0,0,4,0,0,Some,High school,Rock and roll,Fly,Happy,Friend,Religious
USA,GA,2019,8,Female,13,Right-Handed,163,23,163,2,Walk,18,0.371,45,Bowling,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NH,2019,9,Female,15,Right-Handed,157.5,22.8,155.5,2,Car,10,0.409,50,Dancing,990,980,1000,900,800,993,22.8,Same length,70,60,Index finger,November,Fall,No,No,Salads,Water,,10,9,4,Yes - other,Text messaging,67,70,12,8,18,20,5,5,14,10,17,5,0,5,A lot,Graduate degree,Pop,Invisibility,Healthy,Actor,Wildlife animals
USA,TX,2019,12,Female,17,Right-Handed,176cm,26cm,176cm,2,Car,5,.383,50,Baseball/Softball,840,652,294,455,53,182,26.5,Left foot,9.1,10.2,Ring finger,April,Winter,Yes,No,Rice/Noodle dishes,Water,Languages,5,9,5,Yes - other,Internet chat or instant messaging,250,250,20,17,14,7,8,1,30,20,20,4,5,10,A lot,Undergraduate degree,Pop,Fly,Happy,Musician or singer,Health
USA,MD,2019,12,Male,15,Left-Handed,170,25,180,1,Bus,35,0.344,31,Bowling,60,100,60,80,90,90,25,Right foot,73,78,Ring finger,October,Fall,No,No,Meat,Water,Computers and technology,8,8,3,Yes - broadband connection,In person,5,4,0,0,4,5,1,3,1,0,7,0,0,2,Some,Graduate degree,Classical,Freeze time,Happy,Other,Wildlife animals
USA,CA,2019,12,Female,17,Right-Handed,157.5,23,150,2,Car,9,0.471,48,Athletics,1000,700,700,900,50,300,22,Right foot,60,70,Ring finger,February,Winter,No,No,Meat,Water,History,7,10,5,Yes - broadband connection,Internet chat or instant messaging,27,19,30,20,80,90,26,12,130,100,100,9,0,120,Very little,Undergraduate degree,Pop,Telepathy,Famous,Relative,International aid
USA,IN,2019,12,Female,17,Ambidextrous,180,27,66,1,Car,12,0.435,30,Soccer,710,528,210,778,20,100,27,Same length,100,80,Index finger,October,Winter,No,No,Fruit,Water,Music,2,4,2,Yes - other,Internet chat or instant messaging,100,150,8,6,2,0,10,0,5,5,1,1,0,1,A lot,Some college,Jazz,,Healthy,Musician or singer,Health
USA,IN,2019,8,Male,13,Right-Handed,180,28,179,3,Bus,5,0.291,29,Football (American),1000,1000,1000,1000,900,950,29,Left foot,8.2,7,Same length,December,Summer,No,No,Pizza/Pasta,Water,Physical education,5,8,4,Yes - broadband connection,In person,6,2,10,.25,1,15,20,20,5,1,30,1,0,6,A lot,Some college,Rap/Hip hop,Freeze time,Rich,Sports person,Health
USA,WA,2019,10,,,,187.9,,,,,,.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2019,12,Female,17,Right-Handed,164,24,159,2,Car,9,.799,68,Other,834,743,588,668,610,684,24,Same length,90,95,Ring finger,December,Summer,Yes,No,Fruit,Coffee,Music,6,8,6,Yes - other,Internet chat or instant messaging,200,200,6,8,4,16,1,3,8,10,14,1,16,2,A lot,Graduate degree,Other,Telepathy,Healthy,Other,Wildlife animals
USA,NH,2019,12,Female,18,Right-Handed,170.2,24.1,167.7,1,Car,10,.297,32,Other,840,471,519,503,898,1000,25.2,Right foot,60,70,Ring finger,September,Summer,No,No,Meat,Coffee,Mathematics and statistics,7,9,5,Yes - other,Cell phone,35,41,3,1,6,4,0,1,16,9,5,10,15,2,Some,Graduate degree,Pop,Invisibility,Rich,Relative,Wildlife animals
USA,CA,2019,9,Female,15,Right-Handed,1.76,25,1.73,2,Car,3,0.491,57,Basketball,1000,1000,1000,1000,96,818,25,Same length,82,90,Same length,March,Spring,Yes,No,No favorite,Water,Physical education,8,8,13,Yes - other,In person,alot,alot,10,2,0,0,5,0,12,12,0,2,8,0,Some,Some college,Other,Invisibility,Happy,,Health
USA,NY,2019,10,Male,15,Right-Handed,175,28,53.34,3,Rail (Train/Tram/Subway),65,0.56,49,Basketball,0,10,20,15,1000,1000,28,Same length,70,65,Same length,June,Summer,No,No,Meat,Sports drink,History,7,10,6,Yes - broadband connection,Text messaging,400,50,40,24,2,18,16,2,60,45,56,4,0,3,A lot,Graduate degree,Rap/Hip hop,Freeze time,Rich,Sports person,Education/Youth development
USA,CO,2019,7,Male,13,Right-Handed,108,25,156,1,Car,15,0.71,51,Basketball,50,50,100,50,1000,1000,25,Same length,,87,Index finger,December,Summer,Yes,No,Desserts,Other,Physical education,5,8,8,Yes - other,Text messaging,2,5,12,0,5,4,10,4,1,0,2,8,0,1,A lot,Graduate degree,Country,Telepathy,Happy,Other,Wildlife animals
USA,OH,2019,12,Male,18,Left-Handed,,,,5,Walk,20,,,None,,,,,,,,,,,Ring finger,January,Winter,No,No,No favorite,Soft drink (caffeinated),Languages,6,8,3,Yes - broadband connection,Text messaging,500,530,5,17,0,2,0,10,35,14,17,0,0,6,None,Some college,Rap/Hip hop,Telepathy,Happy,Other,Health
USA,IN,2019,11,Female,15,Right-Handed,157,26,150,2,Bus,9,0.327,37,Running/Jogging,1000,861,449,663,508,1000,26,Same length,80,70,Index finger,October,Fall,No,No,Rice/Noodle dishes,Water,English,7,11,4,Yes - broadband connection,Text messaging,98,112,0,0,8,20,0,0,18,16,58,9,0,24,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Friend,International aid
USA,CA,2019,11,Female,17,Right-Handed,162,22,162,1,Walk,25,0.678,51,Other,850,800,750,700,500,900,25,Left foot,72,65,Index finger,April,Winter,No,No,No favorite,Water,Science,7,10,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,20,15,1,0,15,3,10,2,7,2,60,2,0,2,Some,Graduate degree,Other,Freeze time,Happy,Friend,Environment
USA,IN,2019,12,Male,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2019,12,Female,17,Right-Handed,165,24,64.6,3,Car,25,0.34,54,Running/Jogging,1000,508,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AZ,2019,12,Female,17,Right-Handed,175,27,165,1,Car,10,0.887,48,None,642,1000,492,508,321,738,27,Same length,100,105,Index finger,January,Fall,No,No,Rice/Noodle dishes,Water,Science,,9,4,Yes - other,In person,20,20,6,1,4,8,0,0,10,12,24,10,0,10,Some,Some college,Rap/Hip hop,Fly,Happy,Other,Health
USA,NY,2019,7,Male,12,Right-Handed,169,28,157.5,2,Bus,45,0.484,63,Hockey (Field),1000,1000,1000,1000,1000,1000,28,Same length,7,6.5,Index finger,September,Spring,No,No,Meat,Sports drink,,7,6,6,Yes - broadband connection,,0,0,8,2,1,10,24,24,0,0,24,24,0,3,,,Pop,Freeze time,Famous,Sports person,Health
USA,ID,2019,12,Female,22,Right-Handed,5'1,7',,2,Walk,15,0.518,49,Tennis,460,781,930,930,711,1000,7',Same length,,,Ring finger,February,Fall,No,No,Fruit,Juice,Science,6,8,6,Yes - broadband connection,Text messaging,15,15,20,2,12,10,10,1,20,4,50,10,25,4,A lot,Graduate degree,Pop,Telepathy,Rich,Friend,International aid
USA,WA,2019,11,Male,18,,88,12,14,2,Car,20,12,14,None,1,3,2,4,5,6,11,Same length,11,10,Ring finger,August,Winter,No,No,Soups,Powdered drink,Music,10,12,12,No internet connection,E-mail,18,10,1,2,3,4,5,6,6,7,7,8,9,12,Very little,High school,Rap/Hip hop,Telepathy,Happy,Coach or club leader,Environment
USA,OK,2019,12,Male,18,Right-Handed,174,28,176,1,Car,15,0.64,40,Running/Jogging,700,700,900,700,800,900,27,Right foot,85,92,Ring finger,May,Fall,Yes,No,Meat,Water,History,5.5,8,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,1,6,10,0,8,4,18,,,,,,,,,,,,,,
USA,WI,2019,12,Male,16,Right-Handed,182,28,184,2,Car,20,0.322,40,Other,800,400,200,300,900,1000,28,Same length,85,90,Ring finger,December,Winter,No,No,Meat,Water,Mathematics and statistics,8,11,4,Yes - broadband connection,Text messaging,16,22,6,1,18,7,3,6,4,2,26,3,5,2,Some,Graduate degree,Country,Fly,Happy,Relative,Wildlife animals
