Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Dotion
USA,OR,2019,10,Female,17,Right-Handed,167,23,172,1,Walk,12,0.674,54,Athletics,999,999,999,999,8,8,23,Same length,94,97,Same length,December,Fall,Yes,No,Vegetables,Water,Music,7,8,13,Yes - broadband connection,Cell phone,150,130,1,1,2,2,1,0,2,1,1,1,5,2,Some,Graduate degree,Country,Telepathy,Hay,Teacher,Environment
USA,OR,2019,10,Male,17,Right-Handed,178,26,189,1,Car,7,0.673,62,Athletics,500,500,500,500,1000,1000,26,Same length,100,120,Ring finger,August,Summer,No,No,No favorite,Sorts drink,Physical education,6,10,2,Yes - broadband connection,In person,100,100,20,8,1,10,16,2,10,1,6,0,5,2,Some,Graduate degree,Ra/Hi ho,Freeze time,Famous,Relative,Health
USA,OR,2019,10,Female,17,Right-Handed,65,21,160,1,Car,10,0.65,34,Baseball/Softball,800,700,500,600,200,900,22,Left foot,90,80,Index finger,May,Summer,No,No,Desserts,Water,Mathematics and statistics,7,9,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,45,45,8,0,10,8,10,0,12,10,12,7,4,2,None,Graduate degree,Country,Telepathy,Hay,Relative,Health
USA,OR,2019,10,Female,17,Right-Handed,172,23,171,1,Car,3,0.64,40,Walking/Hiking,950,750,900,750,100,900,23,Same length,92,95,Ring finger,July,Fall,No,No,Fruit,Water,Other,6,9,5,Yes - broadband connection,Myspace Facebook other social networking sites or blog,50,53,5,1,7,5,2,0,5,0.5,3,4,4,2,A lot,Graduate degree,Country,Telepathy,Hay,Religious figure,Wildlife animals
USA,OR,2019,8,Male,13,Left-Handed,168,26,152,1,Bus,65,0.338,45,Soccer,631,299,684,695,424,1000,27,Left foot,94,80,Index finger,August,Winter,Yes,No,Seafood,Water,History,5,5,5,Yes - broadband connection,Text messaging,557,738,6,2,3,4,8,4.5,4,4,2,2,4,2,Some,Graduate degree,Ra/Hi ho,Telepathy,Hay,Relative,Other
USA,OR,2019,10,Female,16,Right-Handed,157,29,152,1,Car,10,0.179,46,Gymstics,0,0,0,0,100,200,28,Right foot,90,90,Same length,February,Sring,Yes,No,Seafood,Energy drink,English,6,10,4,Yes - broadband connection,Cell phone,10,33,7,1,0,0,0,0,7,3,2,0,4,2,A lot,High school,Ra/Hi ho,Fly,Hay,Other,Wildlife animals
USA,OR,2019,10,Female,16,Right-Handed,170,24,168,2,Car,40,0.462,45,Other,1000,800,700,800,600,800,24,Same length,85,86,Ring finger,January,Fall,No,Yes,Rice/Noodle dishes,Tea,History,7,7,4,Yes - broadband connection,Other,10,12,5,0,8,9,4,0,4,1,6,4,3,2,A lot,Graduate degree,Other,Freeze time,Hay,Relative,Intertiol aid
USA,OR,2019,10,Female,16,Right-Handed,165,27,166,2,Car,20,0.668,50,Walking/Hiking,100,100,90,75,50,50,27,Same length,8,7,Ring finger,Setember,Summer,No,No,Rice/Noodle dishes,Water,History,7,10,2,Yes - broadband connection,Text messaging,20,25,8,1,4,6,2,4,10,10,2,7,2,2,A lot,Some college,Rhythm and blues (R&B),Telepathy,Healthy,Actor,Environment
USA,OR,2019,10,Female,15,Ambidextrous,172,26.5,168,1,Car,5,0.224,55,Other,10000,500,200,200,100,100,26,Right foot,70,70,Same length,February,Sring,No,No,Fruit,Coffee,Other,7,8,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,7,9,4,1,1,5,4,0,7,2,2,4,2,2,A lot,Some college,Ra/Hi ho,Telepathy,Hay,Business erson,Intertiol aid
USA,OR,2019,10,Female,15,Left-Handed,85,26,83,1,Car,12,0.769,53,Running/Jogging,30,100,300,1000,600,1000,27,Left foot,92,95,Ring finger,Setember,Fall,No,No,Seafood,Water,Social studies,8,11,6,Yes - other,Myspace Facebook other social networking sites or blog,78,260,5,20,7,0,0,0,9,9,7,1,2,2,A lot,Other,Ra/Hi ho,Freeze time,Hay,Friend,Environment
USA,OR,2019,10,Female,15,Left-Handed,85,26,83,1,Car,12,0.769,53,Running/Jogging,30,100,300,1000,600,1000,27,Left foot,92,95,Ring finger,Setember,Fall,No,No,Seafood,Water,Social studies,8,11,6,Yes - other,Myspace Facebook other social networking sites or blog,78,260,5,20,7,0,0,0,9,9,7,1,2,2,A lot,Other,Ra/Hi ho,Freeze time,Hay,Friend,Environment
USA,OR,2019,8,Female,14,Right-Handed,165,23,165,1,Bus,15,0.51,47,Basketball,600,800,500,400,800,900,22,Right foot,8,7.5,Index finger,March,Sring,Yes,No,Rice/Noodle dishes,Water,English,8,11,4,Yes - dial-u connection,Myspace Facebook other social networking sites or blog,35,30,45,1,6,1,9,3,5,2,3,4,1,2,A lot,Less than high school,Ra/Hi ho,Invisibility,Hay,Sorts erson,Environment
USA,OR,2019,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,0,0,12,6,0,8,0.5,34,0,1,2,Very little,Graduate degree,Rock and roll,Freeze time,Hay,Friend,Other
USA,OR,2019,10,Female,15,Right-Handed,160,19,158,2,Car,10,0.291,44,Other,300,500,700,800,300,700,19,Same length,90,95,Ring finger,October,Fall,No,No,Pizza/Pasta,Water,Music,7,7,6,Yes - other,Text messaging,300,300,480,0,5,400,12,0,13,480,300,20,0,2,A lot,Some college,Other,Fly,Hay,Other,Education/Youth develoment
USA,OR,2019,10,Male,15,Right-Handed,171,24,167,2,Bus,20,0.677,30,Running/Jogging,500,500,250,250,100,650,23,Right foot,80,80,Same length,Aril,Sring,No,No,Meat,Water,Physical education,8,6,3,Yes - other,Cell phone,100,90,21,7,2,7,8,7,42,6,10,7,0,2,Some,Graduate degree,Ra/Hi ho,Freeze time,Famous,Other,Wildlife animals
USA,OR,2019,9,Male,15,Right-Handed,170.18,33.02,170,1,Car,30,0.455,35,Athletics,500,500,500,500,200,150,33,Same length,70,7,Same length,October,Sring,Yes,No,No favorite,Soft drink (caffeited),Comuters and technology,6,10,4,Yes - broadband connection,Cell phone,56,112,12,5,2,6,4,5,2,4,8,5,0,2,Some,Graduate degree,Other,Freeze time,Hay,Relative,Wildlife animals
USA,OR,2019,9,Male,15,Right-Handed,175,30,172,1,Walk,7,0.028,54,Football (American),400,500,200,800,10,1000,29,Right foot,80,90,Ring finger,August,Sring,No,No,Other,Soft drink (caffeited),,8,8,3,Yes - dial-u connection,Cell phone,200,200,5,5,0,2,1,4,5,5,5,5,0,2,Some,High school,Country,Super strength,Rich,Other,Wildlife animals
USA,OR,2019,10,Female,16,Right-Handed,183,22,177,1,Car,10,0.71,47,Soccer,5,5,5,5,2,3,22,Same length,8,7.5,Index finger,July,Winter,Yes,No,Sous,Juice,History,6,8,5,Yes - broadband connection,In person,5,5,25,1,20,3,14,1,7,2,2,5,0,2,A lot,Graduate degree,Ra/Hi ho,Fly,Famous,Religious figure,Environment
USA,OR,2019,10,Female,16,Left-Handed,172,23,,1,Car,25,0.134,68,Skateboarding/Rollerblading,0,1000,500,700,300,800,23.2,Left foot,80,90,Ring finger,July,Summer,No,No,No favorite,Juice,Other,4,2,5,Yes - broadband connection,Myspace Facebook other social networking sites or blog,3,5,100,4,5,40,6,0,60,3,80,4,0,2,A lot,Some college,Ra/Hi ho,Fly,Rich,Relative,Intertiol aid
USA,OR,2019,10,Female,15,Right-Handed,174,26.7,171,1,Car,12,0.672,64,Other,1000,70,80,50,50,70,27,Left foot,90,97,Ring finger,June,Fall,Yes,No,Rice/Noodle dishes,Juice,Music,7,12,,Yes - other,Myspace Facebook other social networking sites or blog,70,60,3,0,5,3,12,2,3,20,25,4,0,2,Some,Graduate degree,Po,Telepathy,Hay,Musician or singer,Religious
USA,OR,2019,10,Female,17,Right-Handed,162,25,58,1,Car,15,0.429,48,Soccer,1000,1000,1000,1000,0,500,24,Right foot,82,90,Ring finger,March,Winter,No,No,Seafood,Water,Languages,7,11,4,Yes - other,In person,0,0,1,1,1,2,5,4,1,4,5,3,0,2,Some,Some college,Rock and roll,Freeze time,Hay,Actor,Wildlife animals
USA,OR,2019,9,Male,15,Right-Handed,71,34,65,1,Car,20,0.443,41,Skateboarding/Rollerblading,369,34,406,305,70,492,34,Same length,80,70,Index finger,December,Summer,No,Yes,Pizza/Pasta,Juice,History,4,8,4,Yes - other,In person,0,0,7,0,1,2,1,42,0,0,3,3,0,2,Very little,Other,Heavy metal,Freeze time,Hay,Musician or singer,Health
USA,OR,2019,10,Female,16,Right-Handed,153,21,153,2,Car,15,0.741,45,Skateboarding/Rollerblading,900,1000,800,600,100,100,21,Same length,85,91,Ring finger,November,Winter,No,No,Seafood,Energy drink,English,8,8,4,Yes - other,Cell phone,30,50,3,2,2,1,0,3,3,4,2,3,0,2,Some,Less than high school,Ra/Hi ho,Invisibility,Hay,Relative,Other
USA,OR,2019,10,Female,16,Right-Handed,168,24,168,1,Car,15,0.73,55,Swimming,750,750,700,875,300,875,23,Right foot,87,90,Ring finger,December,Summer,Yes,No,Pizza/Pasta,Tea,History,7,5,6,Yes - broadband connection,Myspace Facebook other social networking sites or blog,100,102,10,2,3,2,1,0,12,4,4,2,0,2,Some,Graduate degree,Other,Telepathy,Hay,Friend,Environment
USA,OR,2019,10,Female,15,Right-Handed,166,23,164,1,Car,15,0.706,50,Soccer,1000,700,850,975,275,875,23,Same length,9,10,Ring finger,Setember,Summer,No,No,Meat,Water,Physical education,7,9,5,Yes - other,Text messaging,50,60,10,2,2,4,10,2,3,1,3,2,0,2,Some,Graduate degree,Country,Telepathy,Hay,Friend,Environment
USA,OR,2019,8,Female,13,Right-Handed,157.5,23,153,2,Car,40,0.42,44,Hockey (Ice),900,700,500,980,420,990,24,Left foot,70,70,Same length,November,Fall,Yes,No,Fruit,Water,Physical education,7.5,8,5,Yes - other,Internet chat or instant messaging,100,150,50,1,2,3,10,5,10,15,13,1,0,2,A lot,Graduate degree,Ra/Hi ho,Super strength,Healthy,Sorts erson,Health
USA,OR,2019,10,Female,17,Right-Handed,163.5,23,172.5,1,Car,7,0.742,40,Tennis,200,500,300,500,500,800,24,Left foot,90,93,Ring finger,June,Fall,No,No,Meat,Water,History,7,7,4,Yes - broadband connection,In person,50,45,5,1,3,4,3,0,1,2,2,1,0,2,Some,Graduate degree,Country,Super strength,Hay,Relative,Religious
USA,OR,2019,10,Male,15,Right-Handed,181,26,182,1,Walk,15,0.7,82,Running/Jogging,500,600,400,700,20,20,26,Same length,80,90,Ring finger,Aril,Sring,Yes,No,Meat,Water,Mathematics and statistics,6,9,5,Yes - broadband connection,In person,0,4,1,0,1.5,2,0.5,1,0,0.2,2,1,0,2,Some,Other,Rock and roll,Telepathy,Hay,Relative,Wildlife animals
USA,OR,2019,10,Female,17,Right-Handed,168,22,139,2,Car,15,0.677,60.1,Walking/Hiking,950,900,800,700,10,10,22,Same length,80,90,Ring finger,May,Winter,Yes,No,Meat,Water,Music,7,9,8,Yes - broadband connection,Text messaging,8,8,5,1,6,20,2,0,1,1,30,0,0,2,A lot,Undergraduate degree,Other,Fly,Hay,Teacher,Environment
USA,OR,2019,10,Female,16,Right-Handed,161,23,167,2,Bus,35,0.059,46,Swimming,1000,800,700,700,1000,1000,23,Same length,9,9.5,Ring finger,January,Fall,No,No,Pizza/Pasta,Water,Languages,5,9,5,Yes - broadband connection,In person,1,1,,0,2,5,15,10,15,3,15,0,0,2,Some,Graduate degree,Po,Invisibility,Hay,Musician or singer,Environment
USA,OR,2019,10,Female,16,Right-Handed,166,24,163,1,Car,4,0.7,65,Athletics,700,900,500,600,400,700,23,Right foot,7,6,Index finger,,Summer,No,No,Pizza/Pasta,Water,Physical education,6,9,3,Yes - broadband connection,In person,5,5,25,15,10,25,10,0,10,2,25,8,29,1,Some,Graduate degree,Country,Freeze time,Hay,Relative,Health
USA,OR,2019,10,Male,17,Right-Handed,175,25,172,2,Car,7,0.216,39,Baseball/Softball,500,500,750,500,750,750,25,Same length,99,105,Ring finger,January,Summer,No,No,Rice/Noodle dishes,Juice,Mathematics and statistics,8,8,3,Yes - broadband connection,Text messaging,50,50,15,1,1,5,15,15,5,5,10,10,20,1,Very little,Graduate degree,Ra/Hi ho,Invisibility,Hay,Relative,Arts culture sorts
USA,OR,2019,10,Male,17,Right-Handed,,25,172,2,Car,7,0.231,39,Baseball/Softball,500,500,750,500,750,999,25,Same length,98,,Ring finger,January,Summer,No,No,Rice/Noodle dishes,Juice,Mathematics and statistics,8,8,3,Yes - broadband connection,Text messaging,50,50,15,1,1,4,4,15,5,5,10,10,20,1,Very little,Graduate degree,Ra/Hi ho,Invisibility,Hay,Relative,Arts culture sorts
USA,OR,2019,10,Female,17,Left-Handed,158,22,153,1,Walk,5,0.7,45,Other,400,300,800,700,100,200,22,Same length,85,80,Same length,January,Fall,Yes,No,Salads,Water,English,6,9,4,Yes - broadband connection,Text messaging,20,40,10,0.5,6,2,2,0,16,3,24,3,17,1,A lot,Some college,Country,Telepathy,Hay,Relative,Health
USA,OR,2019,10,Female,18,Right-Handed,75,26,169,1,Car,5,0.657,38,Soccer,800,200,900,500,100,600,25,Right foot,5,5.5,Ring finger,July,Summer,Yes,No,Seafood,Juice,Languages,6.5,9.5,6,Yes - broadband connection,Myspace Facebook other social networking sites or blog,100,150,10,4,2,2,4,0,9,9,10,5,15,1,Some,Graduate degree,Ra/Hi ho,Invisibility,Rich,Friend,Education/Youth develoment
USA,OR,2019,10,Female,17,Right-Handed,156,22,155,2,Car,10,0.718,46,Other,900,1000,500,500,50,50,22,Same length,7,7,Same length,March,Fall,Yes,No,Poultry,Water,Science,8,12,4,Yes - other,Text messaging,5,8,3,1,1,1,2,1,3,1,0,5,12,1,A lot,Graduate degree,Other,Fly,Hay,Musician or singer,Wildlife animals
USA,OR,2019,10,Female,17,Right-Handed,195,22,160,1,Car,9,0.869,51,Soccer,900,700,600,600,600,800,22,Same length,,60,Same length,Setember,Summer,No,No,Desserts,Water,History,8,8,2,Yes - broadband connection,Myspace Facebook other social networking sites or blog,18,25,8,2,20,6,14,0,12,7,2,4,7,1,A lot,Graduate degree,Other,Fly,Hay,Politician,Environment
USA,OR,2019,10,Male,17,Right-Handed,187,30,197,2,Car,10,0.097,72,Basketball,700,700,700,700,800,800,30,Same length,106,110,Ring finger,Setember,Winter,Yes,No,Meat,Water,Physical education,8,10,3,Yes - broadband connection,Text messaging,6,6,3,0,1,1,3,0,1,0,0,0,3,1,Some,Some college,Country,Telepathy,Hay,Relative,Other
USA,OR,2019,10,Female,17,Right-Handed,166,24,166,1,Car,12,0.725,60,Swimming,800,700,500,900,300,500,23,Right foot,91,95,Ring finger,October,Sring,Yes,No,Fruit,Water,Music,6,9,3,Yes - other,Text messaging,5,4,5,8,1,1,0,2,9,3,5,4,2,1,Some,Some college,Po,Telepathy,Hay,Other,Religious
USA,OR,2019,10,Female,15,Right-Handed,168,24.5,168,2,Car,10,0.799,32,Swimming,500,550,400,600,250,300,24.5,Same length,9.2,9.5,Ring finger,August,Fall,Yes,No,Pizza/Pasta,Water,Music,7,9,5,Yes - broadband connection,Text messaging,15,65,25,2,5,5,0,10,5,20,20,5,1,1,Some,Graduate degree,Punk rock,Freeze time,Hay,Musician or singer,Arts culture sorts
USA,OR,2019,10,Female,17,Right-Handed,164,25,169,2,Car,15,0.76,52,Athletics,1000,1000,800,600,500,1000,25,Same length,8.5,9,Ring finger,February,Summer,Yes,No,Fruit,Tea,English,4.5,6,5,Yes - other,In person,200,200,12,3,1,3,2,0,3,18,18,4,1,1,A lot,Graduate degree,Po,Freeze time,Hay,,
USA,OR,2019,10,Female,15,Left-Handed,155,20,154,2,Car,5,0.249,38,Dancing,950,775,685,695,500,750,20,Same length,87,90,Ring finger,January,Fall,No,No,Fruit,Water,Music,5,6,6,Yes - broadband connection,Text messaging,150,125,1,1,15,7,5,1,2,25,50,5,0,1,Some,Graduate degree,Po,Telepathy,Hay,Religious figure,Health
USA,OR,2019,8,Female,14,Ambidextrous,157,24,165,1,Car,4,0.727,67,Skateboarding/Rollerblading,300,200,800,100,900,1000,24,Same length,10,10,Same length,Aril,Winter,No,No,Desserts,Water,Art,5,2,4,Yes - other,Myspace Facebook other social networking sites or blog,100,50,14,4,1,1,1,24,24,10,24,5,0,1,A lot,Graduate degree,Ra/Hi ho,Telepathy,Hay,Actor,Wildlife animals
USA,OR,2019,10,Female,16,Right-Handed,175,25,180,1,Car,13,0.805,62,Soccer,800,800,600,750,900,950,24,Right foot,100,105,Ring finger,Setember,Fall,Yes,No,Meat,Water,History,7,9,4,Yes - broadband connection,Myspace Facebook other social networking sites or blog,10,20,6,0,9,6,14,0,5,5,2,3,0,1,A lot,Graduate degree,Po,Fly,Hay,Relative,Religious
USA,OR,2019,10,Female,15,Right-Handed,166,22.5,162,2,Bus,30,0.523,43,Other,1000,50,700,700,400,400,22.5,Same length,95,80,Index finger,December,Fall,No,Yes,Pizza/Pasta,Water,Music,6,10,3,Yes - other,In person,100,100,8,0,3,3,3,3,1,1,4,2,0,1,A lot,Undergraduate degree,Rock and roll,Freeze time,Hay,Coach or club leader,Environment
USA,OR,2019,10,Male,17,Right-Handed,176.5,26,180.5,1,Bus,20,0.746,53,Other,422,556,556,390,791,920,27,Left foot,95,96,Ring finger,July,Fall,No,No,Pizza/Pasta,Water,History,6,7,4,Yes - other,Internet chat or instant messaging,5,4,0,1,1,3,1,1,0.5,1,3,2,0,1,Some,Graduate degree,Po,Freeze time,Hay,Actor,Arts culture sorts
USA,OR,2019,10,Male,15,Right-Handed,186,26,189,1,Car,5,0.381,30,Football (American),1000,600,900,900,300,500,26,Same length,108,110,Ring finger,December,Summer,No,No,Meat,Water,History,8,6,5,Yes - broadband connection,Text messaging,30,30,15,2,2,8,11,1,2,2,1,2,0,1,Some,Undergraduate degree,Ra/Hi ho,Invisibility,Famous,Sorts erson,Religious
USA,OR,2019,10,Male,15,Right-Handed,164,25,170,1,Skateboard/Scooter/Rollerblade,20,0.256,48,Soccer,1000,1000,500,500,500,1000,25,Same length,100,110,Ring finger,January,Sring,Yes,No,Meat,Water,Mathematics and statistics,6,43687,4,Yes - broadband connection,In person,0,0,4,0,2,1,0,1,0,0,1,1,0,1,A lot,High school,Ra/Hi ho,Invisibility,Hay,Relative,Arts culture sorts
USA,OR,2019,10,Male,15,Right-Handed,165,23,152,1,Walk,15,0.66,66,Basketball,500,500,700,835,0.1,899,22,Right foot,88,91,Ring finger,July,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,9,7,Yes - other,In person,4,7,1,0.5,0.5,2,2,1,0,0,0,1,0,1,Some,Some college,Ra/Hi ho,Invisibility,Rich,Other,Environment
USA,OR,2019,10,Male,15,Right-Handed,186,28,191,1,Car,10,0.082,32,Basketball,750,650,1000,400,200,1000,29,Left foot,100,120,Ring finger,December,Summer,Yes,No,Meat,Soft drink (caffeited),Physical education,3,3,4,Yes - dial-u connection,Myspace Facebook other social networking sites or blog,200,200,1,5,2,4,3,1,5,5,15,0,0,1,Some,Some college,Ra/Hi ho,Super strength,Rich,Sorts erson,Arts culture sorts
USA,OR,2019,9,Male,14,Right-Handed,167,25.4,166,2,Bus,20,0.22,38,Other,1000,1000,1000,1000,1000,2,27,Left foot,75,70,Index finger,August,Summer,Yes,No,Seafood,Water,Physical education,11,11.5,10,Yes - broadband connection,Text messaging,150,160,7,1,0.5,3,2,1,0,1,0,0,0,1,None,Graduate degree,Ra/Hi ho,Super strength,Hay,Sorts erson,Environment
USA,OR,2019,10,Male,16,Right-Handed,180,28,191,1,Car,7,0.546,39,Baseball/Softball,100,100,400,300,0,100,28.5,Left foot,10,10,Ring finger,August,Winter,Yes,No,Pizza/Pasta,Water,History,7,4,4,Yes - other,Text messaging,15,15,20,0.3,0,9,24,10,3,2,25,0.25,12,0.5,Very little,Other,Rock and roll,Fly,Hay,Relative,Religious
USA,OR,2019,10,Male,15,Right-Handed,189.5,27,192,2,Bus,15,0.69,57,Basketball,0,1000,50,50,20,50,27,Same length,96,100,Ring finger,January,Winter,No,No,Seafood,Milk,Mathematics and statistics,7,5,5,Yes - other,In person,10,12,3,0,0.75,0.25,4,0,0,0.5,4,2,12,0.25,Some,Graduate degree,Ra/Hi ho,Fly,Famous,Relative,Intertiol aid
USA,OR,2019,10,Male,15,Right-Handed,189.5,27,192,2,Bus,15,0.69,57,Basketball,0,1000,50,50,20,50,27,Same length,96,100,Ring finger,January,Winter,No,No,Seafood,Milk,Mathematics and statistics,7,5,5,Yes - other,In person,10,12,3,0,0.75,0.25,4,0,0,0.5,4,2,12,0.25,Some,Graduate degree,Ra/Hi ho,Fly,Famous,Relative,Intertiol aid
USA,OR,2019,10,Female,16,Right-Handed,165.1,22.86,163.4,1,Car,15,0.699,40,Other,500,700,700,800,300,1000,22.78,Right foot,,,Ring finger,November,Summer,No,No,Pizza/Pasta,Juice,Mathematics and statistics,6,5,4,Yes - other,Myspace Facebook other social networking sites or blog,22,15,50,100,12,24,34,0,100,130,145,4,24,0,Some,Undergraduate degree,Ra/Hi ho,Telepathy,Rich,Friend,Education/Youth develoment
USA,OR,2019,10,Male,16,Left-Handed,182,27.8,188,1,Car,10,0.391,50,Martial Arts,0,0,0,0,1000,1000,27.8,Same length,80,75,Index finger,July,Winter,Yes,No,Seafood,Water,Social studies,6.5,4.5,4,Yes - other,Myspace Facebook other social networking sites or blog,,,10,5,3,10,0,50,30,30,10,10,0,0,Very little,Graduate degree,Ra/Hi ho,Freeze time,Hay,Actor,Health
USA,OR,2019,10,Male,15,Left-Handed,178,25,182,1,Car,,0.687,46,Running/Jogging,,,,,,,25,Same length,95,90,Index finger,May,Sring,No,No,Salads,Milk,Other,7,11,7,Yes - other,In person,,,1,0,0,2,0.5,3,0.001,0,4,7,0,0,A lot,Other,Rock and roll,Freeze time,Hay,Other,Wildlife animals
USA,OR,2019,10,Male,15,Right-Handed,180,28,179,2,Car,11,0.402,50,Soccer,1000,250,500,500,750,750,28,Same length,850,950,Ring finger,August,Winter,No,No,Pizza/Pasta,Water,Science,8,12,3,Yes - broadband connection,In person,2,0,0,0,1,1,0,8,0,0,8,4,0,0,Some,Graduate degree,Po,Telepathy,Rich,Other,Health
USA,OR,2019,10,Male,16,Right-Handed,155,11,159,1,Bus,20,0.736,60,None,,,,,,,10,Right foot,13,19,Ring finger,May,Summer,Yes,No,Pizza/Pasta,Water,History,6,8,5,Yes - dial-u connection,In person,0,0,1,0,2,0,0,6,2,0,0,4,0,0,Some,High school,Rock and roll,Fly,Hay,Friend,Religious
USA,OR,2019,10,Female,16,Right-Handed,173,24,177,2,Boat,10,0.4999,110,Walking/Hiking,850,850,500,800,200,200,25,Left foot,109,117,Ring finger,January,Sring,Yes,No,Breads/Sandwiches,Tea,Comuters and technology,0.5,0.5,9,Yes - broadband connection,In person,3000,3000,5,24,0.5,0,0,24,24,24,24,2,0,0,A lot,Some college,Rock and roll,Freeze time,Hay,Other,Arts culture sorts
USA,OR,2019,8,Female,12,Right-Handed,167,24,161,1,Car,15,0.443,66,Basketball,70,70,50,70,30,60,24,Same length,70,70,,July,Fall,Yes,No,Rice/Noodle dishes,Water,Science,10,12,4,,,6,4,40,2,1,6,3,1,3,1,3,2,0,0,A lot,Some college,Po,Freeze time,Famous,Relative,Wildlife animals
USA,OR,2019,11,Male,16,Right-Handed,171,26,77,1,Walk,0.2,0.304,50,Football (American),700,800,600,400,300,500,26,Right foot,78,80,Ring finger,November,Fall,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,6,9,4,Yes - broadband connection,Internet chat or instant messaging,0,0,0,0,3,0,6,0,10,0.5,3,1,0,0,A lot,Graduate degree,Po,Fly,Healthy,Friend,Intertiol aid
USA,OR,2019,10,Female,16,Right-Handed,157,28,133,1,Car,7,0.69,60,Other,,,,,,,,Same length,90,70,Ring finger,Aril,Winter,No,No,No favorite,Sorts drink,English,8,11,4,Yes - dial-u connection,Myspace Facebook other social networking sites or blog,300,150,44,2,30,25,9,0,80,45,55,0,0,0,A lot,Graduate degree,Ra/Hi ho,Invisibility,Hay,Relative,Health
USA,OR,2019,10,Male,16,Right-Handed,188,28,188,1,Car,4,0.618,31,Football (American),0,0,50,0,1000,1000,27,Right foot,105,120,Ring finger,Setember,Sring,Yes,No,Meat,Water,History,7,9,5,Yes - other,Myspace Facebook other social networking sites or blog,7,4,0,0,7,7,14,12,4,1,5,0,0,0,Some,Other,Po,Freeze time,Rich,Politician,Religious
USA,OR,2019,10,Male,16,Right-Handed,168,26,175,1,Bus,60,0.689,43,Basketball,750,500,375,540,300,600,27,Left foot,9,8.5,Index finger,February,,No,No,Meat,Water,Physical education,5,12,7,Yes - broadband connection,Text messaging,80,85,6,6,4,0,2,0,0,7,0,0,0,0,A lot,Some college,Ra/Hi ho,Freeze time,Hay,Coach or club leader,Education/Youth develoment
USA,OR,2019,11,Male,15,Right-Handed,169.5,26.7,72,2,Walk,3,0.675,84,Soccer,450,500,500,650,999,800,26.4,Same length,87,91,Ring finger,October,Summer,Yes,No,No favorite,Energy drink,Comuters and technology,8,9,6,Yes - broadband connection,Myspace Facebook other social networking sites or blog,15,279,5,0,3,,13,10,5,3,5,2,0,,Some,Graduate degree,Ra/Hi ho,Freeze time,Rich,Relative,Other
USA,OR,2019,10,Male,15,Right-Handed,165,23,163,1,Walk,15,0.58,66,Basketball,500,400,299,999,0.1,843,22,Right foot,91,88,Ring finger,July,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,9,7,Yes - other,In person,5,7,1,0.5,1,1,2,1,1,0,0,0,0,,,,,,,,
USA,OR,2019,10,Male,15,Right-Handed,66,27,66,2,Car,3,0.215,63,Soccer,900,500,850,400,0,1000,26,Right foot,63,87,Ring finger,July,Fall,Yes,No,Pizza/Pasta,Water,Social studies,6,12,6,Yes - other,Cell phone,,,,1,3,,14,0,,,0,10,,,Some,High school,Ra/Hi ho,Telepathy,Famous,Other,Intertiol aid
USA,OR,2019,10,Male,15,Left-Handed,161,25,163,2,Car,15,0.5,58,Baseball/Softball,1000,1000,1000,1000,300,950,25,Same length,95,102,Ring finger,Aril,Winter,Yes,No,Meat,Water,Mathematics and statistics,7,5,4,Yes - other,Internet chat or instant messaging,5,4,5,1,1,3,1,2,,,4,5,,,A lot,Graduate degree,Ra/Hi ho,Freeze time,Hay,Relative,Health
USA,OR,2019,10,Male,17,Right-Handed,195,28,204,1,Car,8,0.413,62,Basketball,400,500,500,550,700,700,28,Same length,115,117,Ring finger,October,Summer,Yes,No,Pizza/Pasta,Sorts drink,Physical education,9,7,4,Yes - other,Text messaging,75,80,3,,0.5,2,3,,,4,,1,,,Very little,Some college,Ra/Hi ho,Fly,Hay,Friend,Wildlife animals
