Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation,School
USA,OR,2019,10,Male,16,Left-Handed,182,24,179,0,Car,7,0.689,60,Athletics,50,650,500,1000,800,750,24,Same length,10.5,10,Same length,June,Fall,No,No,Breads/Sandwiches,Water,History,6,7,4,Yes - other,Internet chat or instant messaging,50,45,0,2,15,3,20,0,12,20,2,4,0,9,A lot,Graduate degree,Pop,Super strength,Happy,Politician,International aid,high
USA,OR,2019,10,Male,16,Right-Handed,75,26,179,2,Bus,15,0.2463,0.3,Walking/Hiking,,,,,,,26,,9.5,9.8,,May,Summer,No,No,Other,Milk,Art,6,10,4,Yes - broadband connection,In person,0,0,6,0,2,3,1,14,13,13,20,1,6,9,A lot,Some college,Techno/Electronic,Fly,Happy,Business person,"Wildlife, animals",high
USA,OR,2014,12,Male,17,Left-Handed,184,28,189,1,Car,25,0.407,47,Walking/Hiking,900,750,350,800,700,850,27,Right foot,210,207,Index finger,April,Winter,No,No,Meat,Water,Geography,8,9,4,Yes - broadband connection,In person,0,0,8,1,20,3,20,0,0,0,30,0,0,9,A lot,Undergraduate degree,Rock and roll,Telepathy,Happy,Business person,Environment,high
USA,OR,2014,12,Female,17,Right-Handed,169,23.13,164,1,Car,3,0.305,33,Basketball,455,684,439,866,481,481,23.5,Left foot,90,95,Ring finger,May,Fall,Yes,No,Pizza/Pasta,Water,English,7,9,4,Yes - broadband connection,Text messaging,175,190,40,2,5,40,10,4,75,100,10,25,6,8,Some,Graduate degree,Pop,Fly,Happy,Other,"Wildlife, animals",high
USA,OR,2019,10,Female,17,Right-Handed,162.5,22.2,162.5,1,Car,13,0.36,50,Athletics,800,800,500,500,400,400,22.4,Left foot,88,76,Index finger,November,Spring,No,No,Breads/Sandwiches,Water,English,6.5,7,7,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",15,15,10,0.25,10,15,15,0,25,15,10,10,0,8,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,Health,high
USA,OR,2016,12,Male,18,Right-Handed,169,25,169,3,Bus,20,0.349,59,Soccer,753,675,902,590,950,970,25,,70,70,Same length,February,Fall,No,No,Meat,Sports drink,History,7,9,8,Yes - broadband connection,Cell phone,100,300,6,1,8,2,5,5,5,1,21,8,8,8,Some,Graduate degree,Pop,Super strength,Happy,Coach or club leader,Environment,high
USA,OR,2019,10,Female,15,Right-Handed,168,24,61,1,Car,20,0.42,50,Golf,900,850,750,800,400,500,23,Same length,8.5,9,Ring finger,March,Winter,Yes,No,Meat,Water,History,6.5,7,3,Yes - other,Text messaging,5,5,7,1,11,21,9,1,7,1,14,6,20,8,Some,Undergraduate degree,Rap/Hip hop,Telepathy,Happy,Coach or club leader,"Arts, culture, sports",high
USA,OR,2015,12,Female,17,Right-Handed,164,24,169,3,Car,8,0.448,50,Soccer,973,813,904,775,118,96,25,Left foot,9.4,9.7,Ring finger,July,Fall,Yes,No,Pizza/Pasta,Juice,English,7,9,4,Yes - broadband connection,In person,38,40,8,0,7,3,4,0,3,4,2,4,5,8,Some,Graduate degree,Rock and roll,Fly,Happy,Musician or singer,International aid,high
USA,OR,2016,12,Male,17,Right-Handed,181,25,190,3,Walk,10,0.35,36,Soccer,650,550,800,900,450,500,27,Left foot,73,81,Ring finger,January,Summer,No,No,Seafood,Tea,History,5,10,4,Yes - broadband connection,In person,4,5,22,1,15,5,2,5,2,2,14,2,0,8,A lot,Undergraduate degree,Techno/Electronic,Fly,Happy,Community leader or elder,Other,high
USA,OR,2012,7,Female,12,Right-Handed,161,24.5,262.5,3,Car,5,0.515,38,Dancing,500,700,1000,900,1000,1000,24.9,Left foot,,,Ring finger,April,Winter,Yes,No,Meat,Water,Computers and technology,6,10,6,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",0,0,5,3,1,6,0,7,4,3,5,0,4,8,Some,Graduate degree,Techno/Electronic,Telepathy,Happy,Other,Health,middle
USA,OR,2016,12,Female,18,Right-Handed,152.4,21.59,149,2,Car,5,0.4,33,Baseball/Softball,840,684,738,834,492,497,21.59,Same length,67,65,Index finger,October,Fall,Yes,No,Seafood,Water,Art,4,8,3,Yes - other,Text messaging,345,345,8,60,4,4,5,0,1,150,150,50,0,7,A lot,Undergraduate degree,Other,Telepathy,Happy,Relative,Health,high
USA,OR,2016,12,Female,16,Right-Handed,166,22,105,2,Walk,25,0.5,39,Martial Arts,700,500,700,500,800,1000,22,Same length,78,66,Index finger,July,Winter,No,No,Rice/Noodle dishes,Water,English,9,7,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",0,0,8,0,25,15,6,3,10,0,20,14,0,7,A lot,Undergraduate degree,Rock and roll,Invisibility,Happy,Relative,Health,high
USA,OR,2016,12,Male,16,Right-Handed,165,23,173,2,Car,8,0.423,38,Walking/Hiking,658,500,583,727,300,200,24,Left foot,84,78,Same length,December,Winter,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,8.5,8.5,6,Yes - broadband connection,Text messaging,3,4,20,0,9,15,6,7,2,1,5,8,0,7,Some,Graduate degree,Rock and roll,Invisibility,Happy,Business person,International aid,high
USA,OR,2015,10,Male,15,Left-Handed,183,23,184,2,Walk,4,0.677,69,Walking/Hiking,700,200,100,700,900,800,24,Left foot,70,70,Same length,May,Fall,Yes,No,Rice/Noodle dishes,Water,History,8,12,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",20,22,2,1,24,16,6,8,20,10,80,7,3,7,A lot,Undergraduate degree,Classical,Fly,Happy,Relative,Health,high
USA,OR,2017,12,Female,17,Right-Handed,175.3,26.7,180.3,1,Car,15,0.438,44,Walking/Hiking,1000,770,583,588,352,455,26.7,Same length,7.5,8,Index finger,September,Winter,Yes,No,Pizza/Pasta,Energy drink,Art,4,6,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",100,20,3,5,10,12,0,0,8,2,6,7,8,7,A lot,Graduate degree,Punk rock,Telepathy,Happy,Teacher,"Arts, culture, sports",high
USA,OR,2017,9,Female,15,Right-Handed,162.5,21.5,168,2,Car,2,0.475,36,Dancing,519,439,337,690,209,487,21.5,Same length,60,60.5,Ring finger,July,Spring,Yes,No,Pizza/Pasta,Water,Other,8,10,4,Yes - broadband connection,Internet chat or instant messaging,4,5,9,2,3,6,3,0,0,10,7,4,0,7,Some,Some college,Pop,Telepathy,Happy,Relative,Health,high
USA,OR,2019,8,Male,13,Right-Handed,157.5,26,68,1,Car,45,0.368,38,Basketball,950,760,570,780,800,600,22,Right foot,9,6,Index finger,July,Summer,Yes,No,Fruit,Water,Mathematics and statistics,7,9,4,Yes - broadband connection,In person,0,0,6,1,0,5,5,2,0,0,3,4,1,7,A lot,Graduate degree,Reggae,Freeze time,Happy,Actor,Health,middle
USA,OR,2019,10,Female,15,Right-Handed,157,22.5,156,1,Car,10,0.6,56,Walking/Hiking,,,,,,,23,Left foot,70,67,Index finger,October,Summer,Yes,No,Poultry,Water,Social studies,6,8,4,Yes - broadband connection,In person,30,30,28,20,9,9,7,1,13,10,13,3,0,7,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Doctor or nurse,Education/Youth development,high
USA,OR,2019,10,Female,15,Right-Handed,155,21,159,1,Car,20,0.759,54,Swimming,8,8,8,7,6,6,22,Left foot,70,65,Index finger,January,Fall,Yes,No,Fruit,Water,History,6,9,7,Yes - other,Cell phone,75,120,8,15,7,10,12,9,6,7,9,2,15,7,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Other,"Arts, culture, sports",high
USA,OR,2019,8,Male,13,Left-Handed,,26,,1,Bus,30,0.3,57,Other,807,636,749,866,1000,1000,27,Left foot,85,77,Index finger,July,Winter,No,No,Pizza/Pasta,Water,Computers and technology,6,7,3,Yes - other,Text messaging,3,0,0,0,30,90,0,40,0,3,80,0,0,7,Some,Graduate degree,Other,,Happy,Other,Other,middle
USA,OR,2017,9,Female,15,Ambidextrous,167.6,25,178,2,Car,6,0.82,48,Walking/Hiking,900,900,1000,950,200,100,25,Same length,75,70,Index finger,September,Summer,Yes,No,Fruit,Water,Art,4,3,4,Yes - other,Internet chat or instant messaging,20,40,48,4,12,100,18,2,8,6,2,48,12,6,Some,Graduate degree,Rock and roll,Freeze time,Happy,Relative,Religious,high
USA,OR,2017,9,Female,15,Ambidextrous,167.6,25,178,2,Car,6,0.82,48,Walking/Hiking,900,900,1000,950,200,100,25,Same length,75,70,Index finger,September,Summer,Yes,No,Fruit,Water,Art,4,3,4,Yes - other,Internet chat or instant messaging,20,40,48,4,12,100,18,2,8,6,2,48,12,6,Some,Graduate degree,Rock and roll,Freeze time,Happy,Relative,Religious,high
USA,OR,2016,12,Female,18,Left-Handed,170,25,166,1,Car,4,0.625,31,Baseball/Softball,999,999,999,999,500,999,25,Same length,90,85,Index finger,January,Winter,No,No,Breads/Sandwiches,Water,Geography,8,10,6,Yes - broadband connection,Text messaging,300,500,72,1,8,5,48,0,30,30,100,15,0,6,A lot,Graduate degree,Other,Freeze time,Happy,Business person,International aid,high
USA,OR,2018,9,Male,14,Right-Handed,169,24,164,2,Car,5,0.45,60,Tennis,209,422,305,390,450,1000,25,Left foot,90,70,Index finger,March,Fall,Yes,No,Pizza/Pasta,Soft drink (non-caffeinated),Other,7,10,6,Yes - other,In person,4,5,35,1,1,3,2,0,35,3,2,12,0,6,Very little,High school,Rap/Hip hop,Telepathy,Happy,Friend,"Wildlife, animals",high
USA,OR,2019,10,Male,17,Right-Handed,185,26,185,2,Car,5,0.52,73,Swimming,1000,800,600,500,100,0,26,Same length,100,105,Ring finger,September,Summer,Yes,No,Meat,Water,History,6,8,5,Yes - other,,300,400,10,12,3,14,6,0,8,12,12,0,24,6,Some,Some college,Rap/Hip hop,Fly,Happy,Relative,Environment,high
USA,OR,2014,12,Male,17,Right-Handed,180,27.5,185.5,2,Car,7,0.286,43,Soccer,650,500,450,775,900,1000,26.5,Right foot,97,105,Ring finger,June,Summer,No,No,Meat,Water,Art,10,10,5,Yes - broadband connection,In person,1,5,6,1,5,10,10,7,1,0.5,8,8,0,5.5,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Religious figure,International aid,high
USA,OR,2019,10,Female,17,Right-Handed,165,24,175,1,Bus,30,0.735,60,Swimming,900,100,10,30,100,1000,24,Same length,97,97,Same length,March,Fall,Yes,No,Desserts,Soft drink (caffeinated),History,6,4,3,Yes - other,Internet chat or instant messaging,300,300,5,5,5,5,0,5,20,20,20,25,20,5,Some,Graduate degree,Country,Telepathy,Happy,Actor,Health,high
USA,OR,2014,12,Female,17,Right-Handed,165,25,63.5,1,Car,5,0.32,43,Baseball/Softball,674,893,642,663,895,895,25,Same length,85,70,Index finger,September,Fall,No,No,Pizza/Pasta,Water,Mathematics and statistics,8,10,5,Yes - broadband connection,Text messaging,100,100,40,1,15,40,30,0,50,45,5,20,20,5,Very little,Graduate degree,Pop,Telepathy,Happy,Relative,Health,high
USA,OR,2019,10,Male,17,Right-Handed,,,,,Car,10,,,Athletics,,,,,,,,Left foot,,,Ring finger,April,Winter,No,No,Fruit,Water,Science,5,8,6,Yes - other,Internet chat or instant messaging,2,7,30,6,5,40,5,5,30,3,40,15,26,5,A lot,Some college,Rap/Hip hop,Fly,Happy,Doctor or nurse,"Wildlife, animals",high
USA,OR,2014,12,Male,17,Right-Handed,181,28,184,1,Car,12,0.268,31,Baseball/Softball,876,902,814,693,752,795,28,Same length,100,105,Index finger,May,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,9,10,5,Yes - broadband connection,In person,50,50,10,1,15,12,12,4,4,3,10,11,6,5,Some,Undergraduate degree,Country,Super strength,Happy,Sports person,Health,high
USA,OR,2018,9,Female,13,Right-Handed,159,22,66,1,Car,25,0.38,48,Swimming,1000,1000,900,900,10,100,22,Same length,74,77,Ring finger,February,Summer,No,No,Salads,Energy drink,,2,4,5,No internet connection,In person,2,3,5,0,1,0,0,40,20,10,50,10,0,5,Some,Graduate degree,Other,Telepathy,Happy,Musician or singer,"Arts, culture, sports",high
USA,OR,2016,12,Female,18,Right-Handed,152,19,152,2,Car,15,0.229,53,Soccer,50,50,50,50,50,60,18.5,Right foot,60,60,Same length,January,Summer,No,No,No favorite,Water,History,8,10,5,Yes - other,Text messaging,2,30,10,10,10,10,10,10,10,10,10,10,13,5,A lot,Graduate degree,Pop,Telepathy,Happy,Friend,Education/Youth development,high
USA,OR,2014,12,Female,18,Left-Handed,148,20,149,1,Car,15,0.333,53,Golf,10,800,3001,860,500,800,19,Right foot,80,76,Index finger,August,Summer,Yes,Yes,Pizza/Pasta,Water,Physical education,,,2,Yes - broadband connection,In person,105,260,12,1,6,4,18,0,2,4,2,6,0,5,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,Health,high
USA,OR,2016,12,Male,17,Right-Handed,188,28,195,2,Car,7,0.323,47,Martial Arts,968,973,973,984,963,936,29,Left foot,82,78,Index finger,May,Spring,No,No,Desserts,Water,Computers and technology,7,9,5,Yes - broadband connection,Text messaging,50,50,8,0,5,10,5,1,1,2,5,5,0,5,Very little,Graduate degree,Rock and roll,Freeze time,Happy,Friend,International aid,high
USA,OR,2019,10,Female,16,Right-Handed,176,28,171,1,Car,17,0.251,49,Athletics,700,400,600,400,400,600,29,Left foot,90,80,Index finger,October,Fall,No,No,Pizza/Pasta,Water,Other,8,10,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",40,50,20,4,3,30,3,0,10,20,10,4,20,5,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Friend,"Wildlife, animals",high
USA,OR,2017,12,Male,17,Right-Handed,170,23,163,1,Car,35,0.36,55,Gymnastics,400,400,400,500,800,1000,24,Left foot,70,,Same length,December,Spring,No,No,Meat,Water,Physical education,6,9,5,Yes - broadband connection,Text messaging,3,4,8,2,4,5,8,0,3,1,2,4,20,5,Some,Graduate degree,Pop,Fly,Happy,Friend,Education/Youth development,high
USA,OR,2017,12,Female,17,Right-Handed,170,24,170,1,Car,8,0.416,55,Running/Jogging,800,700,500,800,900,900,22,Right foot,82,70,Index finger,November,Summer,No,No,Pizza/Pasta,Water,Mathematics and statistics,8.5,9,5,Yes - broadband connection,Text messaging,80,100,12,3,6,10,12,0,8,9,25,3,6,5,A lot,Graduate degree,Pop,Freeze time,Happy,Relative,International aid,high
USA,OR,2019,10,Female,15,Right-Handed,74,35,177.5,2,Car,14,0.698,62,Basketball,700,550,890,900,200,1000,35,Same length,10,10,Same length,June,Summer,No,,Rice/Noodle dishes,Water,Physical education,6,8,3,Yes - other,In person,15,10,5,1,7,15,5,0,20,5,3,3,0,5,Some,Graduate degree,Rhythm and blues (R&B),Invisibility,Happy,Relative,Health,high
USA,OR,2019,10,Female,15,Right-Handed,74,35,177.5,2,Car,14,0.698,62,Basketball,700,550,890,900,200,1000,35,Same length,10,10,Same length,June,Summer,No,,Rice/Noodle dishes,Water,Physical education,6,8,3,Yes - other,In person,15,10,5,1,7,15,5,0,20,5,3,3,0,5,Some,Graduate degree,Rhythm and blues (R&B),Invisibility,Happy,Relative,Health,high
USA,OR,2019,10,Male,16,Right-Handed,163,23.5,162.5,2,Car,18,0.392,48,Dancing,987,987,987,986,500,765,23.4,Right foot,85,89,Ring finger,May,Fall,No,Yes,Rice/Noodle dishes,Coffee,Art,4,6,11,Yes - broadband connection,Text messaging,30,32,12,1,20,5,2,1,0,6,6,2,0,5,Some,Some college,Other,Invisibility,Happy,Musician or singer,"Arts, culture, sports",high
USA,OR,2017,12,Male,17,Right-Handed,178.8,25.3,180,2,Car,12,0.382,44,Soccer,240,378,800,500,300,700,25.2,Right foot,74,77,Ring finger,October,Fall,No,No,Seafood,Sports drink,Mathematics and statistics,8,9,5,Yes - broadband connection,In person,15,17,10,0,10,20,15,0,1,1,2,2,0,5,Very little,Graduate degree,Country,Super strength,Happy,Relative,"Arts, culture, sports",high
USA,OR,2019,10,Male,16,Right-Handed,180,28,183,2,Skateboard/Scooter/Rollerblade,7,0.734,45,Other,7500,7500,7500,7500,7500,7500,28,Same length,75,80,Ring finger,April,Fall,Yes,No,Meat,Water,Music,7,7,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",31,40,7,1,3,4,18,12,4,1,8,1,5,5,A lot,Other,Other,Freeze time,Happy,Musician or singer,Other,high
USA,OR,2017,12,Male,17,Right-Handed,177,27,179,2,Car,15,0.363,36,Basketball,600,1000,1000,1000,1000,900,27,Right foot,130,70,Index finger,February,Winter,Yes,No,Rice/Noodle dishes,Water,Science,7,10,4,Yes - broadband connection,In person,7,8,16,1,9,14,4,10,7,2,5,1,25,5,Some,Graduate degree,Rap/Hip hop,Super strength,Happy,Relative,International aid,high
USA,OR,2018,9,Female,14,Right-Handed,162,22,154.5,1,Car,5,1.139,59,Walking/Hiking,600,100,100,500,500,1000,22,Same length,7,6,Index finger,April,Fall,No,No,Fruit,Coffee,Art,7,9,5,Yes - other,Text messaging,40,50,50,1,0,35,28,0,14,14,,20,1,4,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,Health,high
USA,OR,2019,9,Male,14,Right-Handed,180,27,180,3,Bus,15,0.345,45,Football (American),500,1000,500,1000,0,1000,27,Same length,85,70,Index finger,March,Spring,Yes,No,Seafood,Water,Mathematics and statistics,9,4,3,Yes - other,In person,100,100,13,1,100,150,15,5,9,150,150,15,0,4,A lot,Graduate degree,Heavy metal,Freeze time,Happy,Relative,Environment,high
USA,OR,2019,10,Female,15,Right-Handed,69,26.5,169,1,Car,13,0.764,64,Basketball,700,700,800,500,800,900,25.5,Right foot,9,9.5,Ring finger,June,Summer,No,No,Rice/Noodle dishes,Juice,Physical education,7,9,6,Yes - broadband connection,In person,60,60,35,20,6,14,7,1,21,20,2,14,0,4,Very little,Graduate degree,Rap/Hip hop,Telepathy,Happy,Friend,Environment,high
USA,OR,2019,8,Female,13,Right-Handed,172,28,173,4,Car,50,0.61,35,Swimming,999,999,700,565,800,990,28.5,Left foot,7.4,8.9,Ring finger,March,Winter,Yes,No,Desserts,Water,Mathematics and statistics,6.5,12,3,Yes - broadband connection,In person,25,30,7,4,4,4,5,2,4.5,2,2,11,0,4,Some,Graduate degree,Punk rock,Telepathy,Happy,Other,"Wildlife, animals",middle
USA,OR,2019,10,Male,15,Right-Handed,163,24,168,1,Bus,30,0.693,47,Soccer,900,850,700,700,750,900,24,Same length,90,105,Ring finger,July,Summer,No,No,Rice/Noodle dishes,Water,Computers and technology,7,8,3,Yes - broadband connection,Text messaging,20,30,4,7,6,5,10,5,4,3,7,10,0,4,Some,High school,Heavy metal,Invisibility,Happy,Relative,"Wildlife, animals",high
USA,OR,2018,9,Female,15,Right-Handed,171,25,67,1,Bus,20,0.435,47,Walking/Hiking,1000,899,1000,999,100,999,23.5,Right foot,70,75,Ring finger,November,Spring,Yes,No,Seafood,Tea,Art,6,11,4,No internet connection,Internet chat or instant messaging,100,200,7,2,4,30,3,0,40,40,6,9,0,4,Some,Some college,Pop,Telepathy,Happy,Actor,"Wildlife, animals",high
USA,OR,2012,12,Female,17,Right-Handed,155,22,155,1,Car,5,0.265,34,Walking/Hiking,1000,1000,900,900,900,500,22,Same length,70,71,Ring finger,August,Summer,No,Yes,Pizza/Pasta,Water,Other,7,12,3,Yes - broadband connection,In person,20,20,12,1,14,12,5,0,5,2,4,7,15,4,A lot,Graduate degree,Other,Fly,Happy,Relative,"Wildlife, animals",high
USA,OR,2017,12,Female,18,Right-Handed,173,24,72,1,Car,13,0.394,40,Tennis,900,600,670,800,150,100,24,Same length,8.2,8.7,Ring finger,September,Summer,No,No,Meat,Water,Languages,6,6.5,4,Yes - broadband connection,In person,70,75,35,0,5,2,20,0,4,15,1,7,4,4,Very little,Graduate degree,Pop,Invisibility,Happy,Teacher,International aid,high
USA,OR,2016,12,Female,18,Right-Handed,165,26,163,2,Other,13,0.7,45,Other,700,800,800,500,300,300,27,Left foot,70,70,Same length,May,Winter,No,Yes,Salads,Water,Languages,7,10,4,Yes - broadband connection,In person,8,14,8,1,13,1.8,4,1,2,3,3,5,40,4,Some,Graduate degree,Reggae,Invisibility,Happy,Friend,International aid,high
USA,OR,2015,12,Female,17,Right-Handed,171,38,167,1,Car,7,0.454,42,Dancing,1000,802,1000,738,439,856,39,Left foot,7,6.7,Index finger,April,Fall,No,No,Seafood,Soft drink (caffeinated),Science,7,10,4,Yes - broadband connection,Text messaging,15,30,5,1,7,8,10,0,8,2,9,4,0,4,A lot,Graduate degree,Country,Freeze time,Happy,Teacher,International aid,high
USA,OR,2015,12,Male,17,Left-Handed,,,,1,Car,7,0.332,38,Martial Arts,250,350,500,340,120,120,,,,,,November,Fall,No,No,Meat,Water,English,7,9,2,Yes - broadband connection,Text messaging,20,15,20,1,9,20,6,5,0.5,2,5,4,0,4,Some,Graduate degree,Rhythm and blues (R&B),Super strength,Happy,,Education/Youth development,high
USA,OR,2018,9,Female,16,Right-Handed,169,24.5,166,1,Bus,60,0.427,56,Basketball,60,40,40,70,75,90,24.5,Same length,6.5,6.5,Same length,June,Summer,Yes,No,Meat,Tea,Music,5,8,6,Yes - other,"Myspace, Facebook, other social networking sites, or blog",0,0,3,0,2,4,1,0,6,0,8,3,0,4,A lot,Undergraduate degree,Country,Fly,Happy,Other,Health,high
USA,OR,2018,9,Female,16,Right-Handed,169,24.5,166,1,Bus,60,0.427,56,Basketball,60,40,40,70,75,90,24.5,Same length,6.5,6.5,Same length,June,Summer,Yes,No,Meat,Tea,Music,5,8,6,Yes - other,"Myspace, Facebook, other social networking sites, or blog",0,0,3,0,2,4,1,0,6,0,8,3,0,4,A lot,Undergraduate degree,Country,Fly,Happy,Other,Health,high
USA,OR,2019,10,Female,16,Right-Handed,154.5,23.5,163,1,Car,10,0.715,52,Dancing,500,950,150,700,50,900,23,Right foot,82,80,Index finger,March,Spring,No,No,Rice/Noodle dishes,Water,Languages,6,9,4,Yes - broadband connection,In person,1,2,0.3,0.25,3,10,1,4.5,0,0.2,21,2,0,4,Some,High school,Pop,Telepathy,Happy,Relative,Other,high
USA,OR,2015,12,Female,17,Left-Handed,71,25.7,75.8,2,Car,8,0.371,,Other,743,604,396,941,572,1000,25.6,Right foot,101,103,Ring finger,September,Fall,No,Yes,Rice/Noodle dishes,Water,Languages,6,8,4,No internet connection,Internet chat or instant messaging,3,6,7,2,10,1,2,0,3,2,5,2,0,4,A lot,Graduate degree,Classical,Invisibility,Happy,Business person,Education/Youth development,high
USA,OR,2016,12,Male,17,Right-Handed,165,23,165,3,Car,7,0.331,47,Athletics,417,310,636,251,791,791,22,Right foot,72,74,Ring finger,August,Summer,No,No,Fruit,Tea,Social studies,6,5,2,Yes - broadband connection,In person,20,20,70,2,15,3,2,3,2,5,4,2,35,4,A lot,Graduate degree,Other,Fly,Happy,Musician or singer,"Arts, culture, sports",high
USA,OR,2019,10,Male,17,Right-Handed,177,10,177,1,Car,20,0.3,35,Athletics,700,700,100,700,500,600,10,Same length,5,5,Same length,June,Fall,Yes,No,Meat,Water,History,7,9,5,Yes - broadband connection,In person,16,30,5,1,15,7,5,10,0,1,3,2,12,4,A lot,Graduate degree,Rock and roll,Telepathy,Happy,Teacher,International aid,high
USA,OR,2019,10,Male,18,Left-Handed,177,26,177,1,Car,20,0.699,39,Soccer,600,500,650,550,200,900,26,Same length,96,105,Ring finger,August,Summer,No,No,Seafood,Juice,Mathematics and statistics,7,9,5,Yes - broadband connection,Text messaging,10,10,10,1,10,2,12,1,3,2,24,1,4,4,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,Environment,high
USA,OR,2014,12,Female,16,Right-Handed,168,22,166,1,Car,15,0.282,38,Soccer,999,800,700,700,600,899,22,Same length,86,95,Ring finger,October,Fall,Yes,No,Fruit,Water,Mathematics and statistics,8,10,6,Yes - other,Text messaging,50,50,5,0,5,3,15,1,2,4,10,1,0,4,Very little,Graduate degree,Country,Freeze time,Happy,Business person,International aid,high
USA,OR,2019,10,Female,16,Right-Handed,161,26,156,1,Car,10,0.761,76,Walking/Hiking,1000,1000,900,1000,300,500,27,Left foot,81,71,Index finger,September,Fall,Yes,No,Soups,Water,History,8,10,5,Yes - other,Cell phone,40,1,3,1,2,4,6,0,8,10,6,1,0,4,A lot,Graduate degree,Country,Telepathy,Happy,Other,"Wildlife, animals",high
USA,OR,2017,12,Female,17,Left-Handed,177,26,173,1,Car,7,0.365,42,Tennis,1000,1000,1000,1000,500,600,26,Same length,69,66,Index finger,December,Fall,No,No,Pizza/Pasta,Water,Mathematics and statistics,7,10,7,Yes - broadband connection,In person,4,8,2,0,6,8,15,0,1,1,5,0,9,4,A lot,Graduate degree,Other,Fly,Happy,Relative,Health,high
USA,OR,2019,10,Female,15,Right-Handed,71,25,171,1,Car,10,0.751,60,Skateboarding/Rollerblading,1000,999,650,870,200,100,24,Right foot,90,100,Ring finger,May,Fall,No,No,Rice/Noodle dishes,Soft drink (caffeinated),Science,,3,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",,,20,5,6,15,2,0,25,25,0,0,0,4,Some,High school,Country,Telepathy,Happy,Relative,International aid,high
USA,OR,2017,12,Male,16,Right-Handed,160,24,156,1,Bus,45,0.462,34,Soccer,171,636,1000,631,294,299,25.5,Left foot,64,67,Ring finger,August,Spring,Yes,No,Pizza/Pasta,Juice,Mathematics and statistics,8,11,5,Yes - other,Text messaging,47,32,5,8,10,4,2,4,2,3,16,24,0,3,Very little,Graduate degree,Other,Telepathy,Happy,Relative,Health,high
USA,OR,2017,12,Male,18,Right-Handed,170,25,168,1,Car,6,0.398,49,Baseball/Softball,925,780,700,845,200,400,22,Right foot,68,65,Ring finger,November,Fall,Yes,No,Meat,Water,English,6,9,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",6,7,12,0.5,2,20,3,10,10,5,30,20,0,3,Some,Graduate degree,Rock and roll,Invisibility,Happy,Sports person,"Wildlife, animals",high
USA,OR,2019,10,Female,17,Right-Handed,170,25,178,1,Car,12,0.501,55,Basketball,700,900,800,600,500,300,25,Same length,90,100,Ring finger,May,Spring,Yes,No,Seafood,Water,Science,8,9,5,Yes - broadband connection,In person,3,4,2,3,6,1,15,0,3,1,8,16,15,3,Very little,Graduate degree,Country,Telepathy,Happy,Relative,International aid,high
USA,OR,2018,9,Female,14,Right-Handed,161,21,163,2,Car,10,0.784,68,Basketball,209,422,305,390,706,1000,21,Same length,80,70.5,Index finger,February,Fall,Yes,No,Pizza/Pasta,Water,Other,8,9,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",0,0,7,2,0,5,10,6,8,1,1,12,1,3,Very little,Other,Other,Telepathy,Happy,Relative,Health,high
